datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_mm,niederschlag_nebelwasser_ml
2024-01-01T00:00:00Z,01.01.24,00:00:00,OYA_1128 01-2024.xlsx,17.8,62.3,1.32,234,0.22,28.3,1.55,NA,0
2024-01-01T00:10:00Z,01.01.24,00:10:00,OYA_1128 01-2024.xlsx,18.5,53.5,1.21,253,0.366,18.2,1.23,NA,0
2024-01-01T00:20:00Z,01.01.24,00:20:00,OYA_1128 01-2024.xlsx,18.6,53.6,0.542,108,0.203,90.8,1.15,NA,0
2024-01-01T00:30:00Z,01.01.24,00:30:00,OYA_1128 01-2024.xlsx,18.6,48.6,0.788,83,0.14,18.4,1.14,NA,0
2024-01-01T00:40:00Z,01.01.24,00:40:00,OYA_1128 01-2024.xlsx,18.9,47,0.922,32.9,0.197,18.5,1.09,NA,0
2024-01-01T00:50:00Z,01.01.24,00:50:00,OYA_1128 01-2024.xlsx,18.9,53.6,2,38.7,0.883,10.2,1.12,NA,0
2024-01-01T01:00:00Z,01.01.24,01:00:00,OYA_1128 01-2024.xlsx,18.2,59,2.22,44.6,0.314,8.08,1.23,NA,0
2024-01-01T01:10:00Z,01.01.24,01:10:00,OYA_1128 01-2024.xlsx,18.1,58.4,1.5,48.2,0.367,14.4,1.29,NA,0
2024-01-01T01:20:00Z,01.01.24,01:20:00,OYA_1128 01-2024.xlsx,18.1,51.6,1.07,19,0.285,14.1,1.28,NA,0
2024-01-01T01:30:00Z,01.01.24,01:30:00,OYA_1128 01-2024.xlsx,18.4,46.9,1.51,11.3,0.244,14.7,1.2,NA,0
2024-01-01T01:40:00Z,01.01.24,01:40:00,OYA_1128 01-2024.xlsx,18.5,47.7,2.33,24.4,0.505,11,1.15,NA,0
2024-01-01T01:50:00Z,01.01.24,01:50:00,OYA_1128 01-2024.xlsx,18.1,60.5,3.7,35.3,0.535,9.61,1.26,NA,0
2024-01-01T02:00:00Z,01.01.24,02:00:00,OYA_1128 01-2024.xlsx,17.3,65.4,3.57,44.5,0.327,6.2,1.48,NA,0
2024-01-01T02:10:00Z,01.01.24,02:10:00,OYA_1128 01-2024.xlsx,17.1,66.4,3.3,36,0.525,9.84,1.69,NA,0
2024-01-01T02:20:00Z,01.01.24,02:20:00,OYA_1128 01-2024.xlsx,17.1,62.9,3.46,51.5,0.414,11.4,1.75,NA,0
2024-01-01T02:30:00Z,01.01.24,02:30:00,OYA_1128 01-2024.xlsx,17.5,61.3,3.66,51.6,0.504,9.18,1.67,NA,0
2024-01-01T02:40:00Z,01.01.24,02:40:00,OYA_1128 01-2024.xlsx,16.8,65,3.85,43,0.39,5.17,1.8,NA,0
2024-01-01T02:50:00Z,01.01.24,02:50:00,OYA_1128 01-2024.xlsx,17.1,61.2,3.38,32.8,0.649,11.7,1.77,NA,0
2024-01-01T03:00:00Z,01.01.24,03:00:00,OYA_1128 01-2024.xlsx,17.1,60.9,3.82,34.5,0.334,6.45,1.75,NA,0
2024-01-01T03:10:00Z,01.01.24,03:10:00,OYA_1128 01-2024.xlsx,17.2,54.1,2.34,33.4,0.775,10,1.61,NA,0
2024-01-01T03:20:00Z,01.01.24,03:20:00,OYA_1128 01-2024.xlsx,17.5,45.1,1.06,5,0.442,31.8,1.39,NA,0
2024-01-01T03:30:00Z,01.01.24,03:30:00,OYA_1128 01-2024.xlsx,17.4,50.1,0.672,345,0.521,93.8,1.36,NA,0
2024-01-01T03:40:00Z,01.01.24,03:40:00,OYA_1128 01-2024.xlsx,17.3,44.9,0.6,54.5,0.207,38.2,1.36,NA,0
2024-01-01T03:50:00Z,01.01.24,03:50:00,OYA_1128 01-2024.xlsx,17.8,43.3,1.42,20.9,0.387,10.7,1.31,NA,0
2024-01-01T04:00:00Z,01.01.24,04:00:00,OYA_1128 01-2024.xlsx,18.2,43.1,1.42,25,0.238,12.1,1.27,NA,0
2024-01-01T04:10:00Z,01.01.24,04:10:00,OYA_1128 01-2024.xlsx,18.4,45.9,1.27,23.2,0.206,12.6,1.25,NA,0
2024-01-01T04:20:00Z,01.01.24,04:20:00,OYA_1128 01-2024.xlsx,17.9,51.4,1.8,34,0.505,11.4,1.31,NA,0
2024-01-01T04:30:00Z,01.01.24,04:30:00,OYA_1128 01-2024.xlsx,17.6,53.7,1.96,48.5,0.251,7.44,1.39,NA,0
2024-01-01T04:40:00Z,01.01.24,04:40:00,OYA_1128 01-2024.xlsx,17.1,56.2,1.42,25.4,0.49,21.2,1.48,NA,0
2024-01-01T04:50:00Z,01.01.24,04:50:00,OYA_1128 01-2024.xlsx,16.9,55.8,1.9,43.4,0.413,12.5,1.58,NA,0
2024-01-01T05:00:00Z,01.01.24,05:00:00,OYA_1128 01-2024.xlsx,16.8,56.6,2.76,56.9,0.393,14,1.64,NA,0
2024-01-01T05:10:00Z,01.01.24,05:10:00,OYA_1128 01-2024.xlsx,16.9,57.1,2.64,56,0.355,9.13,1.64,NA,0
2024-01-01T05:20:00Z,01.01.24,05:20:00,OYA_1128 01-2024.xlsx,16.8,58.1,3.17,45,0.21,4.12,1.69,NA,0
2024-01-01T05:30:00Z,01.01.24,05:30:00,OYA_1128 01-2024.xlsx,16.7,57.8,3.23,44.9,0.21,3.81,1.71,NA,0
2024-01-01T05:40:00Z,01.01.24,05:40:00,OYA_1128 01-2024.xlsx,16.7,56.1,3.29,44.1,0.285,3.87,1.67,NA,0
2024-01-01T05:50:00Z,01.01.24,05:50:00,OYA_1128 01-2024.xlsx,16.7,56.6,3.03,45.2,0.178,4.33,1.65,NA,0
2024-01-01T06:00:00Z,01.01.24,06:00:00,OYA_1128 01-2024.xlsx,16.5,56.8,2.72,41.8,0.36,6.19,1.66,NA,0
2024-01-01T06:10:00Z,01.01.24,06:10:00,OYA_1128 01-2024.xlsx,16.7,55.8,3.17,44.4,0.27,4.03,1.66,NA,0
2024-01-01T06:20:00Z,01.01.24,06:20:00,OYA_1128 01-2024.xlsx,16.7,56,3.32,43.5,0.664,8.13,1.65,NA,0
2024-01-01T06:30:00Z,01.01.24,06:30:00,OYA_1128 01-2024.xlsx,16.6,58.2,3.22,53.6,0.344,8.7,1.67,NA,0
2024-01-01T06:40:00Z,01.01.24,06:40:00,OYA_1128 01-2024.xlsx,16.5,58.7,2.85,33.3,0.35,7.64,1.72,NA,0
2024-01-01T06:50:00Z,01.01.24,06:50:00,OYA_1128 01-2024.xlsx,16.2,59.5,3.32,34.4,0.371,8.7,1.76,NA,0
2024-01-01T07:00:00Z,01.01.24,07:00:00,OYA_1128 01-2024.xlsx,16.4,57.9,3.31,34.4,0.415,4.52,1.75,NA,0
2024-01-01T07:10:00Z,01.01.24,07:10:00,OYA_1128 01-2024.xlsx,16.5,57.7,3.47,34,0.359,5.87,1.73,NA,0
2024-01-01T07:20:00Z,01.01.24,07:20:00,OYA_1128 01-2024.xlsx,16.5,57.4,3.49,37.2,0.211,5.14,1.71,NA,0
2024-01-01T07:30:00Z,01.01.24,07:30:00,OYA_1128 01-2024.xlsx,16.3,57.5,3.27,27.8,0.307,7.92,1.7,NA,0
2024-01-01T07:40:00Z,01.01.24,07:40:00,OYA_1128 01-2024.xlsx,16.3,57.1,3.29,38.5,0.198,5.53,1.7,NA,0
2024-01-01T07:50:00Z,01.01.24,07:50:00,OYA_1128 01-2024.xlsx,16.3,56.8,3.28,39.4,0.259,6.32,1.7,NA,0
2024-01-01T08:00:00Z,01.01.24,08:00:00,OYA_1128 01-2024.xlsx,16,57.3,2.96,36.7,0.291,5.59,1.71,NA,0
2024-01-01T08:10:00Z,01.01.24,08:10:00,OYA_1128 01-2024.xlsx,16.1,56.6,2.89,32.8,0.27,5.35,1.74,NA,0
2024-01-01T08:20:00Z,01.01.24,08:20:00,OYA_1128 01-2024.xlsx,16.1,56.3,2.81,37.1,0.304,5.65,1.73,NA,0
2024-01-01T08:30:00Z,01.01.24,08:30:00,OYA_1128 01-2024.xlsx,15.8,57.4,3.49,36.8,0.18,4.8,1.75,NA,0
2024-01-01T08:40:00Z,01.01.24,08:40:00,OYA_1128 01-2024.xlsx,15.8,57.4,3.16,30.9,0.298,5.98,1.76,NA,0
2024-01-01T08:50:00Z,01.01.24,08:50:00,OYA_1128 01-2024.xlsx,15.8,57.8,2.21,5.09,0.715,37.3,1.77,NA,0
2024-01-01T09:00:00Z,01.01.24,09:00:00,OYA_1128 01-2024.xlsx,15.5,61.9,1.27,212,0.396,31.7,1.86,NA,0
2024-01-01T09:10:00Z,01.01.24,09:10:00,OYA_1128 01-2024.xlsx,14.2,70.2,0.728,200,0.372,17.4,2.32,NA,0
2024-01-01T09:20:00Z,01.01.24,09:20:00,OYA_1128 01-2024.xlsx,13.6,75.5,0.387,114,0.059,46.3,3.07,NA,0
2024-01-01T09:30:00Z,01.01.24,09:30:00,OYA_1128 01-2024.xlsx,13.2,78.1,0.593,45.6,0.218,15.3,3.82,NA,0
2024-01-01T09:40:00Z,01.01.24,09:40:00,OYA_1128 01-2024.xlsx,13,76.6,0.53,30.1,0.109,11.2,4.58,NA,0
2024-01-01T09:50:00Z,01.01.24,09:50:00,OYA_1128 01-2024.xlsx,12.9,75.7,0.634,19.7,0.236,20.1,5.36,NA,0
2024-01-01T10:00:00Z,01.01.24,10:00:00,OYA_1128 01-2024.xlsx,12.5,73.8,0.459,357,0.138,29.6,5.97,NA,0
2024-01-01T10:10:00Z,01.01.24,10:10:00,OYA_1128 01-2024.xlsx,12.4,72.3,1.11,17.8,0.574,19.6,6.65,NA,0
2024-01-01T10:20:00Z,01.01.24,10:20:00,OYA_1128 01-2024.xlsx,12.9,68.6,0.755,4.37,0.476,28.1,6.77,NA,0
2024-01-01T10:30:00Z,01.01.24,10:30:00,OYA_1128 01-2024.xlsx,13.1,66.4,0.573,21.3,0.177,24.7,6.75,NA,0
2024-01-01T10:40:00Z,01.01.24,10:40:00,OYA_1128 01-2024.xlsx,13.4,63.6,0.353,308,0.035,0,6.45,NA,0
2024-01-01T10:50:00Z,01.01.24,10:50:00,OYA_1128 01-2024.xlsx,13.8,63.3,0.506,6.92,0.229,23.4,6.28,NA,0
2024-01-01T11:00:00Z,01.01.24,11:00:00,OYA_1128 01-2024.xlsx,15.8,58.1,1.02,49.4,0.285,7.75,4.31,NA,0
2024-01-01T11:10:00Z,01.01.24,11:10:00,OYA_1128 01-2024.xlsx,17.1,55.7,1.27,44.9,0.435,12,2.22,NA,0
2024-01-01T11:20:00Z,01.01.24,11:20:00,OYA_1128 01-2024.xlsx,17.7,58.2,2.62,36.3,0.329,8.74,1.2,NA,0
2024-01-01T11:30:00Z,01.01.24,11:30:00,OYA_1128 01-2024.xlsx,17.9,58.5,2.66,22.5,0.358,10.4,0.801,NA,0
2024-01-01T11:40:00Z,01.01.24,11:40:00,OYA_1128 01-2024.xlsx,18.5,55.3,2.18,42.2,0.346,10.3,0.503,NA,0
2024-01-01T11:50:00Z,01.01.24,11:50:00,OYA_1128 01-2024.xlsx,18.9,53.3,2.13,46.2,0.321,10.1,0.257,NA,0
2024-01-01T12:00:00Z,01.01.24,12:00:00,OYA_1128 01-2024.xlsx,19.5,51.7,2,43.3,0.283,10.8,0.077,NA,0
2024-01-01T12:10:00Z,01.01.24,12:10:00,OYA_1128 01-2024.xlsx,20,53.6,1.67,115,0.67,73.7,0,NA,0
2024-01-01T12:20:00Z,01.01.24,12:20:00,OYA_1128 01-2024.xlsx,19.1,61.7,2.03,210,0.381,16.1,0,NA,0
2024-01-01T12:30:00Z,01.01.24,12:30:00,OYA_1128 01-2024.xlsx,18.7,63.7,1.98,213,0.465,12.9,0,NA,0
2024-01-01T12:40:00Z,01.01.24,12:40:00,OYA_1128 01-2024.xlsx,18.8,64,2.34,221,0.357,15.4,0,NA,0
2024-01-01T12:50:00Z,01.01.24,12:50:00,OYA_1128 01-2024.xlsx,18.7,65.2,2.02,235,0.469,15,0,NA,0
2024-01-01T13:00:00Z,01.01.24,13:00:00,OYA_1128 01-2024.xlsx,18.7,66.8,2.36,240,0.452,13.7,0,NA,0
2024-01-01T13:10:00Z,01.01.24,13:10:00,OYA_1128 01-2024.xlsx,18.7,68.1,2.44,221,0.53,27.7,0,NA,0
2024-01-01T13:20:00Z,01.01.24,13:20:00,OYA_1128 01-2024.xlsx,18.9,68.1,2.58,226,0.547,26.4,0,NA,0
2024-01-01T13:30:00Z,01.01.24,13:30:00,OYA_1128 01-2024.xlsx,18.8,68.1,2.99,209,0.693,15.1,0,NA,0
2024-01-01T13:40:00Z,01.01.24,13:40:00,OYA_1128 01-2024.xlsx,18.5,69.3,2.6,211,0.612,15.2,0,NA,0
2024-01-01T13:50:00Z,01.01.24,13:50:00,OYA_1128 01-2024.xlsx,18.6,69.2,2.14,212,0.712,23.5,0,NA,0
2024-01-01T14:00:00Z,01.01.24,14:00:00,OYA_1128 01-2024.xlsx,19,68.3,2.21,225,0.62,19.6,0,NA,0
2024-01-01T14:10:00Z,01.01.24,14:10:00,OYA_1128 01-2024.xlsx,19.4,66.8,2.97,206,0.805,15.3,0,NA,0
2024-01-01T14:20:00Z,01.01.24,14:20:00,OYA_1128 01-2024.xlsx,19.3,67.1,2.92,219,0.944,18.6,0,NA,0
2024-01-01T14:30:00Z,01.01.24,14:30:00,OYA_1128 01-2024.xlsx,19.4,66.9,3.11,206,0.813,14.9,0,NA,0
2024-01-01T14:40:00Z,01.01.24,14:40:00,OYA_1128 01-2024.xlsx,19.5,66.7,3.15,212,0.757,17.2,0,NA,0
2024-01-01T14:50:00Z,01.01.24,14:50:00,OYA_1128 01-2024.xlsx,19.7,66.4,2.95,223,0.699,18.1,0,NA,0
2024-01-01T15:00:00Z,01.01.24,15:00:00,OYA_1128 01-2024.xlsx,19.9,65.5,3.24,222,0.904,19.1,0,NA,0
2024-01-01T15:10:00Z,01.01.24,15:10:00,OYA_1128 01-2024.xlsx,20.1,65,3.7,216,0.977,13.8,0,NA,0
2024-01-01T15:20:00Z,01.01.24,15:20:00,OYA_1128 01-2024.xlsx,20,65.7,3.92,210,0.908,17.6,0,NA,0
2024-01-01T15:30:00Z,01.01.24,15:30:00,OYA_1128 01-2024.xlsx,19.5,67.2,4.14,208,0.843,15.9,0,NA,0
2024-01-01T15:40:00Z,01.01.24,15:40:00,OYA_1128 01-2024.xlsx,19.4,67.6,3.88,210,0.84,19.8,0,NA,0
2024-01-01T15:50:00Z,01.01.24,15:50:00,OYA_1128 01-2024.xlsx,19.2,68.8,3.86,224,0.965,19.1,0,NA,0
2024-01-01T16:00:00Z,01.01.24,16:00:00,OYA_1128 01-2024.xlsx,19.3,67.9,3.72,218,0.88,15.1,0.008,NA,0
2024-01-01T16:10:00Z,01.01.24,16:10:00,OYA_1128 01-2024.xlsx,19.5,67.6,4.49,214,0.841,15.2,0.03,NA,0
2024-01-01T16:20:00Z,01.01.24,16:20:00,OYA_1128 01-2024.xlsx,19,68.8,4.45,236,0.92,17.2,0.087,NA,0
2024-01-01T16:30:00Z,01.01.24,16:30:00,OYA_1128 01-2024.xlsx,19.1,68.6,4.08,234,0.98,19.3,0.147,NA,0
2024-01-01T16:40:00Z,01.01.24,16:40:00,OYA_1128 01-2024.xlsx,19.1,68.2,4.52,246,0.956,22.9,0.17,NA,0
2024-01-01T16:50:00Z,01.01.24,16:50:00,OYA_1128 01-2024.xlsx,18.9,68.8,4.75,262,0.886,18,0.224,NA,0
2024-01-01T17:00:00Z,01.01.24,17:00:00,OYA_1128 01-2024.xlsx,19.2,68,4.7,244,0.877,15.5,0.277,NA,0
2024-01-01T17:10:00Z,01.01.24,17:10:00,OYA_1128 01-2024.xlsx,19.4,67.1,4.59,245,1.09,18.5,0.269,NA,0
2024-01-01T17:20:00Z,01.01.24,17:20:00,OYA_1128 01-2024.xlsx,19.3,67.4,4.56,245,1.02,24.2,0.247,NA,0
2024-01-01T17:30:00Z,01.01.24,17:30:00,OYA_1128 01-2024.xlsx,19.5,66.9,4.57,264,1.01,17.9,0.239,NA,0
2024-01-01T17:40:00Z,01.01.24,17:40:00,OYA_1128 01-2024.xlsx,19.4,67.2,5.17,257,0.875,21.6,0.223,NA,0
2024-01-01T17:50:00Z,01.01.24,17:50:00,OYA_1128 01-2024.xlsx,19.1,68.2,4.97,257,0.875,17.4,0.253,NA,0
2024-01-01T18:00:00Z,01.01.24,18:00:00,OYA_1128 01-2024.xlsx,19.2,67.3,4.99,247,1.25,18.2,0.252,NA,0
2024-01-01T18:10:00Z,01.01.24,18:10:00,OYA_1128 01-2024.xlsx,19,67.5,5.1,242,1.11,18.9,0.24,NA,0
2024-01-01T18:20:00Z,01.01.24,18:20:00,OYA_1128 01-2024.xlsx,18.6,69,4.47,243,1.22,17,0.259,NA,0
2024-01-01T18:30:00Z,01.01.24,18:30:00,OYA_1128 01-2024.xlsx,19.1,67.6,4.44,255,1.02,15.2,0.242,NA,0
2024-01-01T18:40:00Z,01.01.24,18:40:00,OYA_1128 01-2024.xlsx,19.5,65.6,4.68,257,0.809,17.4,0.22,NA,0
2024-01-01T18:50:00Z,01.01.24,18:50:00,OYA_1128 01-2024.xlsx,19.1,67,4.84,248,1.11,15.7,0.222,NA,0
2024-01-01T19:00:00Z,01.01.24,19:00:00,OYA_1128 01-2024.xlsx,19.3,66.2,4.52,257,1.13,17.5,0.234,NA,0
2024-01-01T19:10:00Z,01.01.24,19:10:00,OYA_1128 01-2024.xlsx,19.2,66.2,5.21,234,1.18,16.8,0.221,NA,0
2024-01-01T19:20:00Z,01.01.24,19:20:00,OYA_1128 01-2024.xlsx,19.3,65.8,5.71,262,1.07,16.6,0.225,NA,0
2024-01-01T19:30:00Z,01.01.24,19:30:00,OYA_1128 01-2024.xlsx,18.8,67.3,5.33,267,0.992,14.5,0.269,NA,0
2024-01-01T19:40:00Z,01.01.24,19:40:00,OYA_1128 01-2024.xlsx,18.7,68,5.28,267,1.1,17.8,0.312,NA,0
2024-01-01T19:50:00Z,01.01.24,19:50:00,OYA_1128 01-2024.xlsx,19,66.1,5.24,245,0.897,12.7,0.309,NA,0
2024-01-01T20:00:00Z,01.01.24,20:00:00,OYA_1128 01-2024.xlsx,18.5,68.2,5.82,257,1.23,20.8,0.303,NA,0
2024-01-01T20:10:00Z,01.01.24,20:10:00,OYA_1128 01-2024.xlsx,18.3,69.2,5.39,242,0.803,15,0.336,NA,0
2024-01-01T20:20:00Z,01.01.24,20:20:00,OYA_1128 01-2024.xlsx,18.5,68.4,5.86,258,1.06,23,0.34,NA,0
2024-01-01T20:30:00Z,01.01.24,20:30:00,OYA_1128 01-2024.xlsx,18.2,69.1,5.44,241,1.02,21.1,0.356,NA,0
2024-01-01T20:40:00Z,01.01.24,20:40:00,OYA_1128 01-2024.xlsx,17.8,71,5.09,254,0.973,20.4,0.36,NA,0
2024-01-01T20:50:00Z,01.01.24,20:50:00,OYA_1128 01-2024.xlsx,17.5,72,5.19,271,1.04,13.5,0.396,NA,0
2024-01-01T21:00:00Z,01.01.24,21:00:00,OYA_1128 01-2024.xlsx,17.5,72.5,4.35,247,0.931,21.6,0.438,NA,0
2024-01-01T21:10:00Z,01.01.24,21:10:00,OYA_1128 01-2024.xlsx,17.4,74.1,4.12,232,0.793,18.8,0.431,NA,0
2024-01-01T21:20:00Z,01.01.24,21:20:00,OYA_1128 01-2024.xlsx,17.7,72.8,4.2,235,0.854,18.1,0.404,NA,0
2024-01-01T21:30:00Z,01.01.24,21:30:00,OYA_1128 01-2024.xlsx,17.4,73.9,3.67,227,0.726,16.8,0.388,NA,0
2024-01-01T21:40:00Z,01.01.24,21:40:00,OYA_1128 01-2024.xlsx,17.2,74.9,3.08,235,0.996,19.6,0.421,NA,0
2024-01-01T21:50:00Z,01.01.24,21:50:00,OYA_1128 01-2024.xlsx,17,75.7,2.95,225,0.576,19.1,0.443,NA,0
2024-01-01T22:00:00Z,01.01.24,22:00:00,OYA_1128 01-2024.xlsx,17.4,74.8,3.07,257,0.581,19.2,0.449,NA,0
2024-01-01T22:10:00Z,01.01.24,22:10:00,OYA_1128 01-2024.xlsx,17.1,75.6,3.37,269,0.512,14.8,0.491,NA,0
2024-01-01T22:20:00Z,01.01.24,22:20:00,OYA_1128 01-2024.xlsx,16.6,78,3.63,266,0.572,15.2,0.607,NA,0
2024-01-01T22:30:00Z,01.01.24,22:30:00,OYA_1128 01-2024.xlsx,15.8,81.1,4,273,0.522,11.5,0.876,NA,0
2024-01-01T22:40:00Z,01.01.24,22:40:00,OYA_1128 01-2024.xlsx,15.2,84.3,3.83,242,0.606,13.4,1.24,NA,0
2024-01-01T22:50:00Z,01.01.24,22:50:00,OYA_1128 01-2024.xlsx,14.9,86.5,4.01,256,0.517,16.6,1.63,NA,0
2024-01-01T23:00:00Z,01.01.24,23:00:00,OYA_1128 01-2024.xlsx,14.7,87.4,4,237,0.47,14.2,2,NA,0
2024-01-01T23:10:00Z,01.01.24,23:10:00,OYA_1128 01-2024.xlsx,14.4,88.5,3.65,224,0.415,9.62,2.36,NA,0
2024-01-01T23:20:00Z,01.01.24,23:20:00,OYA_1128 01-2024.xlsx,14.2,89.4,3.1,241,0.604,11.9,2.78,NA,0
2024-01-01T23:30:00Z,01.01.24,23:30:00,OYA_1128 01-2024.xlsx,13.9,90.2,3.23,236,0.622,13.4,3.33,NA,0
2024-01-01T23:40:00Z,01.01.24,23:40:00,OYA_1128 01-2024.xlsx,13.8,91.2,2.44,235,0.544,14,4,NA,0
2024-01-01T23:50:00Z,01.01.24,23:50:00,OYA_1128 01-2024.xlsx,13.7,91.7,2.16,242,0.539,20,4.78,NA,0
2024-01-02T00:00:00Z,02.01.24,00:00:00,OYA_1128 01-2024.xlsx,13.5,92.3,1.06,249,0.574,57.2,5.6,NA,0
2024-01-02T00:10:00Z,02.01.24,00:10:00,OYA_1128 01-2024.xlsx,13.5,92.6,0.913,210,0.515,47.3,6.29,NA,0
2024-01-02T00:20:00Z,02.01.24,00:20:00,OYA_1128 01-2024.xlsx,13.5,92.9,1.2,227,0.71,35.9,6.97,NA,0
2024-01-02T00:30:00Z,02.01.24,00:30:00,OYA_1128 01-2024.xlsx,13.4,92.7,1.36,253,0.524,14.9,7.53,NA,0
2024-01-02T00:40:00Z,02.01.24,00:40:00,OYA_1128 01-2024.xlsx,13.4,93,1.23,269,0.313,18.1,8.98,NA,0
2024-01-02T00:50:00Z,02.01.24,00:50:00,OYA_1128 01-2024.xlsx,13.4,93.1,0.7,314,0.291,34.4,10.2,NA,0
2024-01-02T01:00:00Z,02.01.24,01:00:00,OYA_1128 01-2024.xlsx,13.5,93.3,0.71,250,0.317,45.5,11.6,NA,0
2024-01-02T01:10:00Z,02.01.24,01:10:00,OYA_1128 01-2024.xlsx,13.6,93.3,0.867,262,0.393,35.2,13.3,NA,0
2024-01-02T01:20:00Z,02.01.24,01:20:00,OYA_1128 01-2024.xlsx,13.5,93.2,0.464,319,0.188,53.7,14.6,NA,0
2024-01-02T01:30:00Z,02.01.24,01:30:00,OYA_1128 01-2024.xlsx,13.5,93.3,0.432,208,0.111,31.8,18.5,NA,0
2024-01-02T01:40:00Z,02.01.24,01:40:00,OYA_1128 01-2024.xlsx,13.4,93.5,0.373,208,0.067,82.3,24.5,NA,0
2024-01-02T01:50:00Z,02.01.24,01:50:00,OYA_1128 01-2024.xlsx,13.3,93.5,1.16,40.8,0.366,22.7,30,NA,0
2024-01-02T02:00:00Z,02.01.24,02:00:00,OYA_1128 01-2024.xlsx,13.1,94.1,1.4,25.5,0.487,16,36.6,NA,0
2024-01-02T02:10:00Z,02.01.24,02:10:00,OYA_1128 01-2024.xlsx,13.1,94.3,1.43,25,0.308,10.8,41.3,NA,0
2024-01-02T02:20:00Z,02.01.24,02:20:00,OYA_1128 01-2024.xlsx,13.1,94.5,1.14,51.9,0.197,15.4,42,NA,0
2024-01-02T02:30:00Z,02.01.24,02:30:00,OYA_1128 01-2024.xlsx,13,94.7,0.973,68.8,0.353,30.7,43.2,NA,0
2024-01-02T02:40:00Z,02.01.24,02:40:00,OYA_1128 01-2024.xlsx,12.9,95.1,0.354,277,0.034,0,45.9,NA,0
2024-01-02T02:50:00Z,02.01.24,02:50:00,OYA_1128 01-2024.xlsx,12.9,95.1,0.426,181,0.136,40.3,48.2,NA,0
2024-01-02T03:00:00Z,02.01.24,03:00:00,OYA_1128 01-2024.xlsx,12.8,95.2,0.816,83.8,0.25,29.6,50.1,NA,0
2024-01-02T03:10:00Z,02.01.24,03:10:00,OYA_1128 01-2024.xlsx,12.6,95.5,1.83,37.5,0.337,12.2,54.4,NA,0
2024-01-02T03:20:00Z,02.01.24,03:20:00,OYA_1128 01-2024.xlsx,12.5,95.8,1.94,28.5,0.538,13.9,61.3,NA,0
2024-01-02T03:30:00Z,02.01.24,03:30:00,OYA_1128 01-2024.xlsx,12.4,96.3,3.32,41.3,0.6,9.37,69.6,NA,0
2024-01-02T03:40:00Z,02.01.24,03:40:00,OYA_1128 01-2024.xlsx,12.6,96.3,3.32,26.3,0.728,16.1,70,NA,0
2024-01-02T03:50:00Z,02.01.24,03:50:00,OYA_1128 01-2024.xlsx,12.5,96.4,1.61,18.1,0.494,17.1,71,NA,0
2024-01-02T04:00:00Z,02.01.24,04:00:00,OYA_1128 01-2024.xlsx,12.5,96.4,1.88,8.11,0.417,13,72,NA,0
2024-01-02T04:10:00Z,02.01.24,04:10:00,OYA_1128 01-2024.xlsx,12.3,96.6,1.12,357,0.54,24.2,77.5,NA,2
2024-01-02T04:20:00Z,02.01.24,04:20:00,OYA_1128 01-2024.xlsx,12.2,96.8,0.382,27.7,0.055,54.5,81.7,NA,4
2024-01-02T04:30:00Z,02.01.24,04:30:00,OYA_1128 01-2024.xlsx,12.3,97,0.343,47.4,0.008,0,82.4,NA,2
2024-01-02T04:40:00Z,02.01.24,04:40:00,OYA_1128 01-2024.xlsx,12.4,97,0.388,18.7,0.066,87.1,82.3,NA,4
2024-01-02T04:50:00Z,02.01.24,04:50:00,OYA_1128 01-2024.xlsx,12.5,96.9,0.378,304,0.076,56.8,81.6,NA,2
2024-01-02T05:00:00Z,02.01.24,05:00:00,OYA_1128 01-2024.xlsx,12.4,96.7,0.553,138,0.175,21,82.3,NA,2
2024-01-02T05:10:00Z,02.01.24,05:10:00,OYA_1128 01-2024.xlsx,12.2,96.8,0.857,113,0.188,18.8,84.7,NA,2
2024-01-02T05:20:00Z,02.01.24,05:20:00,OYA_1128 01-2024.xlsx,12,97.1,0.611,98.1,0.254,17,85.2,NA,6
2024-01-02T05:30:00Z,02.01.24,05:30:00,OYA_1128 01-2024.xlsx,11.9,97,0.533,103,0.167,17.6,88.2,NA,6
2024-01-02T05:40:00Z,02.01.24,05:40:00,OYA_1128 01-2024.xlsx,11.7,97.3,0.502,51.3,0.144,35.3,89.9,NA,8
2024-01-02T05:50:00Z,02.01.24,05:50:00,OYA_1128 01-2024.xlsx,11.6,97.5,0.765,329,0.247,14.7,89.8,NA,6
2024-01-02T06:00:00Z,02.01.24,06:00:00,OYA_1128 01-2024.xlsx,11.5,97.7,0.586,340,0.305,82.5,92.4,NA,2
2024-01-02T06:10:00Z,02.01.24,06:10:00,OYA_1128 01-2024.xlsx,11.7,97.7,1.05,71.6,0.51,50.4,93.2,NA,2
2024-01-02T06:20:00Z,02.01.24,06:20:00,OYA_1128 01-2024.xlsx,11.7,97.6,0.921,10.6,0.493,32.6,94.5,NA,2
2024-01-02T06:30:00Z,02.01.24,06:30:00,OYA_1128 01-2024.xlsx,11.7,97.7,0.86,28.8,0.356,62,95.1,NA,2
