datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_mm,niederschlag_nebelwasser_ml
2024-03-05T19:20:00Z,05.03.24,19:20:00,OYA_1128 03-2024.xlsx,20.4,66.1,5.03,259,0.813,13.3,0.24,NA,0
2024-03-05T19:30:00Z,05.03.24,19:30:00,OYA_1128 03-2024.xlsx,20.2,66.4,5.08,260,0.924,15.5,0.223,NA,0
2024-03-05T19:40:00Z,05.03.24,19:40:00,OYA_1128 03-2024.xlsx,20.1,67.1,5.25,253,0.841,15.3,0.227,NA,0
2024-03-05T19:50:00Z,05.03.24,19:50:00,OYA_1128 03-2024.xlsx,20,67.1,4.89,247,0.731,15.6,0.217,NA,0
2024-03-05T20:00:00Z,05.03.24,20:00:00,OYA_1128 03-2024.xlsx,19.7,68.3,5.03,252,0.822,15,0.217,NA,0
2024-03-05T20:10:00Z,05.03.24,20:10:00,OYA_1128 03-2024.xlsx,19.7,68.3,4.82,256,0.779,11.8,0.22,NA,0
2024-03-05T20:20:00Z,05.03.24,20:20:00,OYA_1128 03-2024.xlsx,19.5,69.2,4.78,256,0.683,13.4,0.23,NA,0
2024-03-05T20:30:00Z,05.03.24,20:30:00,OYA_1128 03-2024.xlsx,19.5,69.2,4.31,252,0.821,12,0.24,NA,0
2024-03-05T20:40:00Z,05.03.24,20:40:00,OYA_1128 03-2024.xlsx,19.8,68.5,4.51,243,0.697,14.1,0.221,NA,0
2024-03-05T20:50:00Z,05.03.24,20:50:00,OYA_1128 03-2024.xlsx,19.9,67.7,3.78,255,0.724,12.2,0.191,NA,0
2024-03-05T21:00:00Z,05.03.24,21:00:00,OYA_1128 03-2024.xlsx,20,67.2,3.78,252,0.591,11.7,0.18,NA,0
2024-03-05T21:10:00Z,05.03.24,21:10:00,OYA_1128 03-2024.xlsx,19.9,67.5,3.77,257,0.603,12.3,0.18,NA,0
2024-03-05T21:20:00Z,05.03.24,21:20:00,OYA_1128 03-2024.xlsx,19.9,67.6,3.36,251,0.613,11.4,0.181,NA,0
2024-03-05T21:30:00Z,05.03.24,21:30:00,OYA_1128 03-2024.xlsx,19.8,68.2,2.83,255,0.519,11.4,0.199,NA,0
2024-03-05T21:40:00Z,05.03.24,21:40:00,OYA_1128 03-2024.xlsx,20.1,66.6,2.87,255,0.535,12.8,0.192,NA,0
2024-03-05T21:50:00Z,05.03.24,21:50:00,OYA_1128 03-2024.xlsx,20.1,67.3,2.66,239,0.561,19.1,0.2,NA,0
2024-03-05T22:00:00Z,05.03.24,22:00:00,OYA_1128 03-2024.xlsx,20,67.5,2.62,240,0.486,14.6,0.211,NA,0
2024-03-05T22:10:00Z,05.03.24,22:10:00,OYA_1128 03-2024.xlsx,20.2,66.6,2.24,240,0.373,13.8,0.229,NA,0
2024-03-05T22:20:00Z,05.03.24,22:20:00,OYA_1128 03-2024.xlsx,20.2,66.5,2.28,233,0.318,11,0.256,NA,0
2024-03-05T22:30:00Z,05.03.24,22:30:00,OYA_1128 03-2024.xlsx,19.9,67.9,2.62,235,0.319,14.5,0.34,NA,0
2024-03-05T22:40:00Z,05.03.24,22:40:00,OYA_1128 03-2024.xlsx,19.3,70.3,2.47,237,0.314,11,0.496,NA,0
2024-03-05T22:50:00Z,05.03.24,22:50:00,OYA_1128 03-2024.xlsx,18.6,72.9,3,231,0.463,9.04,0.774,NA,0
2024-03-05T23:00:00Z,05.03.24,23:00:00,OYA_1128 03-2024.xlsx,17.7,77,2.36,233,0.251,11.5,1.36,NA,0
2024-03-05T23:10:00Z,05.03.24,23:10:00,OYA_1128 03-2024.xlsx,17,80.9,1.43,238,0.437,11.8,2.45,NA,0
2024-03-05T23:20:00Z,05.03.24,23:20:00,OYA_1128 03-2024.xlsx,16.8,82.6,1.56,230,0.322,10.6,4.34,NA,0
2024-03-05T23:30:00Z,05.03.24,23:30:00,OYA_1128 03-2024.xlsx,16.5,83.8,2.34,223,0.293,8.13,7.33,NA,0
2024-03-05T23:40:00Z,05.03.24,23:40:00,OYA_1128 03-2024.xlsx,15.9,86.3,1.07,225,0.523,14.7,12,NA,0
2024-03-05T23:50:00Z,05.03.24,23:50:00,OYA_1128 03-2024.xlsx,15.6,88.1,0.99,195,0.152,12.5,19.7,NA,0
2024-03-06T00:00:00Z,06.03.24,00:00:00,OYA_1128 03-2024.xlsx,15.5,89.1,0.57,187,0.238,71.4,26.2,NA,0
2024-03-06T00:10:00Z,06.03.24,00:10:00,OYA_1128 03-2024.xlsx,15.5,89,0.359,137,0.037,0,30.8,NA,0
2024-03-06T00:20:00Z,06.03.24,00:20:00,OYA_1128 03-2024.xlsx,15.4,88.9,0.363,349,0.046,0,36,NA,0
2024-03-06T00:30:00Z,06.03.24,00:30:00,OYA_1128 03-2024.xlsx,15.5,87.4,0.53,343,0.204,77.8,42.4,NA,0
2024-03-06T00:40:00Z,06.03.24,00:40:00,OYA_1128 03-2024.xlsx,15.6,85.9,0.635,252,0.395,69.1,47.7,NA,0
2024-03-06T00:50:00Z,06.03.24,00:50:00,OYA_1128 03-2024.xlsx,15.5,84.9,1.23,8.92,0.304,13.5,53.2,NA,0
2024-03-06T01:00:00Z,06.03.24,01:00:00,OYA_1128 03-2024.xlsx,15.2,80.3,0.658,7.52,0.307,22.1,46.3,NA,0
2024-03-06T01:10:00Z,06.03.24,01:10:00,OYA_1128 03-2024.xlsx,15.5,69.3,0.611,33.8,0.328,30.1,35.9,NA,0
2024-03-06T01:20:00Z,06.03.24,01:20:00,OYA_1128 03-2024.xlsx,16.6,64.2,2.61,47.8,0.668,7.08,27.3,NA,0
2024-03-06T01:30:00Z,06.03.24,01:30:00,OYA_1128 03-2024.xlsx,16.9,68.5,3.54,41.7,0.375,6.25,22.3,NA,0
2024-03-06T01:40:00Z,06.03.24,01:40:00,OYA_1128 03-2024.xlsx,16.7,71.4,3.22,34.5,0.329,11.9,19.3,NA,0
2024-03-06T01:50:00Z,06.03.24,01:50:00,OYA_1128 03-2024.xlsx,16.3,73.4,2.77,37.1,0.281,10.4,18.5,NA,0
2024-03-06T02:00:00Z,06.03.24,02:00:00,OYA_1128 03-2024.xlsx,16.1,73.2,2.81,47.1,0.244,5.32,18.6,NA,0
2024-03-06T02:10:00Z,06.03.24,02:10:00,OYA_1128 03-2024.xlsx,16.4,70.9,3.11,44.9,0.153,3.89,18.1,NA,0
2024-03-06T02:20:00Z,06.03.24,02:20:00,OYA_1128 03-2024.xlsx,16.5,68.8,3.28,46.7,0.354,6.2,16.3,NA,0
2024-03-06T02:30:00Z,06.03.24,02:30:00,OYA_1128 03-2024.xlsx,16.7,69.1,3.83,48.2,0.491,6.96,15,NA,0
2024-03-06T02:40:00Z,06.03.24,02:40:00,OYA_1128 03-2024.xlsx,16.4,72.8,3.39,44.3,0.365,6.7,16.1,NA,0
2024-03-06T02:50:00Z,06.03.24,02:50:00,OYA_1128 03-2024.xlsx,16,75.2,3.9,34.1,0.479,10,17.9,NA,0
2024-03-06T03:00:00Z,06.03.24,03:00:00,OYA_1128 03-2024.xlsx,16,73,3.39,21.6,0.552,12.1,16.8,NA,0
2024-03-06T03:10:00Z,06.03.24,03:10:00,OYA_1128 03-2024.xlsx,16.7,64.9,3.02,46.9,1.04,10.4,12.6,NA,0
2024-03-06T03:20:00Z,06.03.24,03:20:00,OYA_1128 03-2024.xlsx,17,66.6,4.1,37.7,0.597,8.6,11.3,NA,0
2024-03-06T03:30:00Z,06.03.24,03:30:00,OYA_1128 03-2024.xlsx,16.7,69,3.96,31.6,0.485,8.47,11.2,NA,0
2024-03-06T03:40:00Z,06.03.24,03:40:00,OYA_1128 03-2024.xlsx,16.3,71.9,3.63,43.6,0.608,13.9,12.2,NA,0
2024-03-06T03:50:00Z,06.03.24,03:50:00,OYA_1128 03-2024.xlsx,16.2,75,3.78,48.5,0.631,10.7,15.4,NA,0
2024-03-06T04:00:00Z,06.03.24,04:00:00,OYA_1128 03-2024.xlsx,15.9,77.2,3.62,35.3,0.702,7.28,19.4,NA,0
2024-03-06T04:10:00Z,06.03.24,04:10:00,OYA_1128 03-2024.xlsx,15.8,76.8,3.38,39.2,0.579,10.6,20.8,NA,0
2024-03-06T04:20:00Z,06.03.24,04:20:00,OYA_1128 03-2024.xlsx,16.1,74.5,3.94,51.1,0.414,7.44,21.2,NA,0
2024-03-06T04:30:00Z,06.03.24,04:30:00,OYA_1128 03-2024.xlsx,16.7,71,4.02,41.3,0.911,10.4,19.6,NA,0
2024-03-06T04:40:00Z,06.03.24,04:40:00,OYA_1128 03-2024.xlsx,16.5,68.9,3.95,39.6,0.578,9.18,16.8,NA,0
2024-03-06T04:50:00Z,06.03.24,04:50:00,OYA_1128 03-2024.xlsx,16.4,67,3.84,47.9,0.29,5.21,14.4,NA,0
2024-03-06T05:00:00Z,06.03.24,05:00:00,OYA_1128 03-2024.xlsx,16.6,64.8,1.88,27.8,0.757,17.7,12.5,NA,0
2024-03-06T05:10:00Z,06.03.24,05:10:00,OYA_1128 03-2024.xlsx,16.1,67.8,2.82,28.5,0.514,8.09,12.7,NA,0
2024-03-06T05:20:00Z,06.03.24,05:20:00,OYA_1128 03-2024.xlsx,15.9,72.2,3.28,35.8,0.587,7.44,14.5,NA,0
2024-03-06T05:30:00Z,06.03.24,05:30:00,OYA_1128 03-2024.xlsx,16.2,71.9,3.76,42.4,0.491,6.45,16.2,NA,0
2024-03-06T05:40:00Z,06.03.24,05:40:00,OYA_1128 03-2024.xlsx,16.4,66.6,3.41,43,0.319,6.44,14.2,NA,0
2024-03-06T05:50:00Z,06.03.24,05:50:00,OYA_1128 03-2024.xlsx,16.6,64,2.87,31.6,0.4,7.27,12.4,NA,0
2024-03-06T06:00:00Z,06.03.24,06:00:00,OYA_1128 03-2024.xlsx,16.6,55.2,3.86,37.7,0.198,5.64,7.45,NA,0
2024-03-06T06:10:00Z,06.03.24,06:10:00,OYA_1128 03-2024.xlsx,16.8,55.9,3.51,35.9,0.429,4.68,4.89,NA,0
2024-03-06T06:20:00Z,06.03.24,06:20:00,OYA_1128 03-2024.xlsx,16.6,59.3,3.56,37.5,0.285,6.96,4.31,NA,0
2024-03-06T06:30:00Z,06.03.24,06:30:00,OYA_1128 03-2024.xlsx,16.4,67,2.88,33.7,0.427,9.75,5.46,NA,0
2024-03-06T06:40:00Z,06.03.24,06:40:00,OYA_1128 03-2024.xlsx,16,66.1,2.86,35.2,0.49,13.9,6.66,NA,0
2024-03-06T06:50:00Z,06.03.24,06:50:00,OYA_1128 03-2024.xlsx,16.3,65.4,2.32,32,0.496,13.6,7.31,NA,0
2024-03-06T07:00:00Z,06.03.24,07:00:00,OYA_1128 03-2024.xlsx,16.2,69.1,3.02,39.8,0.437,8.67,9.1,NA,0
2024-03-06T07:10:00Z,06.03.24,07:10:00,OYA_1128 03-2024.xlsx,16,70.1,2.59,16.7,0.817,37.4,10.6,NA,0
2024-03-06T07:20:00Z,06.03.24,07:20:00,OYA_1128 03-2024.xlsx,16.3,62.4,2.01,45.2,0.858,31.4,9.27,NA,0
2024-03-06T07:30:00Z,06.03.24,07:30:00,OYA_1128 03-2024.xlsx,16.4,69.9,2.78,40.6,0.484,8,11.3,NA,0
2024-03-06T07:40:00Z,06.03.24,07:40:00,OYA_1128 03-2024.xlsx,15.9,72.5,2.8,47.3,0.349,6.27,14.8,NA,0
2024-03-06T07:50:00Z,06.03.24,07:50:00,OYA_1128 03-2024.xlsx,15.9,73,3.3,44.9,0.338,5.72,17.6,NA,0
2024-03-06T08:00:00Z,06.03.24,08:00:00,OYA_1128 03-2024.xlsx,15.9,75,3.99,45.2,0.486,6.21,21.9,NA,0
2024-03-06T08:10:00Z,06.03.24,08:10:00,OYA_1128 03-2024.xlsx,15.7,75.7,3.16,44.6,0.448,6.73,25.1,NA,0
2024-03-06T08:20:00Z,06.03.24,08:20:00,OYA_1128 03-2024.xlsx,15.3,77.6,3.21,52.4,0.523,8.21,29,NA,0
2024-03-06T08:30:00Z,06.03.24,08:30:00,OYA_1128 03-2024.xlsx,15.2,77.8,1.86,48.2,0.515,14.5,32.5,NA,0
2024-03-06T08:40:00Z,06.03.24,08:40:00,OYA_1128 03-2024.xlsx,15,79.3,1.95,32,0.77,35.8,38.6,NA,0
2024-03-06T08:50:00Z,06.03.24,08:50:00,OYA_1128 03-2024.xlsx,14.9,78.8,1.08,23,0.747,72.9,42.9,NA,0
2024-03-06T09:00:00Z,06.03.24,09:00:00,OYA_1128 03-2024.xlsx,14.9,75.2,1.77,40.6,0.681,23.5,44.5,NA,0
2024-03-06T09:10:00Z,06.03.24,09:10:00,OYA_1128 03-2024.xlsx,15.6,74.7,1.92,54.9,0.609,31.3,47.4,NA,0
2024-03-06T09:20:00Z,06.03.24,09:20:00,OYA_1128 03-2024.xlsx,15.5,74.1,1.56,63.5,0.965,78.1,49.1,NA,0
2024-03-06T09:30:00Z,06.03.24,09:30:00,OYA_1128 03-2024.xlsx,15.4,68.9,1.79,34.5,0.606,15.6,48.8,NA,0
2024-03-06T09:40:00Z,06.03.24,09:40:00,OYA_1128 03-2024.xlsx,15.2,43.9,1.19,40.7,0.23,13.3,29.3,NA,0
2024-03-06T09:50:00Z,06.03.24,09:50:00,OYA_1128 03-2024.xlsx,15.5,45.4,0.905,37.8,0.496,22.5,18.1,NA,0
2024-03-06T10:00:00Z,06.03.24,10:00:00,OYA_1128 03-2024.xlsx,15.5,65.5,1.81,50.4,0.205,5.5,17.6,NA,0
2024-03-06T10:10:00Z,06.03.24,10:10:00,OYA_1128 03-2024.xlsx,15.1,69.5,2.41,48.5,0.316,5.27,20.7,NA,0
2024-03-06T10:20:00Z,06.03.24,10:20:00,OYA_1128 03-2024.xlsx,15.1,70.4,1.9,52.9,0.549,11.1,22.4,NA,0
2024-03-06T10:30:00Z,06.03.24,10:30:00,OYA_1128 03-2024.xlsx,15.1,76,0.712,18.7,0.409,55.2,29.6,NA,0
2024-03-06T10:40:00Z,06.03.24,10:40:00,OYA_1128 03-2024.xlsx,14.6,79.9,0.737,69.8,0.289,22.7,41.3,NA,0
2024-03-06T10:50:00Z,06.03.24,10:50:00,OYA_1128 03-2024.xlsx,14.4,81.9,0.627,330,0.228,61.3,61.8,NA,0
2024-03-06T11:00:00Z,06.03.24,11:00:00,OYA_1128 03-2024.xlsx,14.2,83.2,0.686,27.5,0.196,22.6,71.6,NA,0
2024-03-06T11:10:00Z,06.03.24,11:10:00,OYA_1128 03-2024.xlsx,14.1,81.7,1.2,27,0.382,19.2,67.9,NA,0
2024-03-06T11:20:00Z,06.03.24,11:20:00,OYA_1128 03-2024.xlsx,15.1,76,1.21,66.8,0.412,12.3,59.6,NA,0
2024-03-06T11:30:00Z,06.03.24,11:30:00,OYA_1128 03-2024.xlsx,16.4,74.8,1.53,88.9,0.472,10.2,58.9,NA,0
2024-03-06T11:40:00Z,06.03.24,11:40:00,OYA_1128 03-2024.xlsx,16.8,74.8,0.948,81.2,0.332,22.9,56.6,NA,0
2024-03-06T11:50:00Z,06.03.24,11:50:00,OYA_1128 03-2024.xlsx,17,74.9,1.46,55.7,0.349,11.5,51.4,NA,0
2024-03-06T12:00:00Z,06.03.24,12:00:00,OYA_1128 03-2024.xlsx,16.7,77.6,1.35,49.9,0.216,13.3,46.6,NA,0
2024-03-06T12:10:00Z,06.03.24,12:10:00,OYA_1128 03-2024.xlsx,16.8,78.1,1.37,77.6,0.176,7.78,43.6,NA,0
2024-03-06T12:20:00Z,06.03.24,12:20:00,OYA_1128 03-2024.xlsx,17.9,75.1,1.43,73.3,0.227,10,39.1,NA,0
2024-03-06T12:30:00Z,06.03.24,12:30:00,OYA_1128 03-2024.xlsx,19.3,65.8,1.54,63.7,0.259,14,16.3,NA,0
2024-03-06T12:40:00Z,06.03.24,12:40:00,OYA_1128 03-2024.xlsx,20.4,60,0.951,65.1,0.395,20.6,3.17,NA,0
2024-03-06T12:50:00Z,06.03.24,12:50:00,OYA_1128 03-2024.xlsx,22.2,54.4,0.45,321,0.12,74.9,0.529,NA,0
2024-03-06T13:00:00Z,06.03.24,13:00:00,OYA_1128 03-2024.xlsx,23.4,51.7,0.53,318,0.248,75.7,0.012,NA,0
2024-03-06T13:10:00Z,06.03.24,13:10:00,OYA_1128 03-2024.xlsx,23.3,56.4,1.39,217,0.485,37.2,0,NA,0
2024-03-06T13:20:00Z,06.03.24,13:20:00,OYA_1128 03-2024.xlsx,22,62.4,2.44,241,0.693,22,0,NA,0
2024-03-06T13:30:00Z,06.03.24,13:30:00,OYA_1128 03-2024.xlsx,21.1,66,2.77,248,0.486,14.7,0,NA,0
2024-03-06T13:40:00Z,06.03.24,13:40:00,OYA_1128 03-2024.xlsx,20.9,66.8,2.89,255,0.526,13.6,0,NA,0
2024-03-06T13:50:00Z,06.03.24,13:50:00,OYA_1128 03-2024.xlsx,20.8,67.4,2.78,258,0.528,14.8,0,NA,0
2024-03-06T14:00:00Z,06.03.24,14:00:00,OYA_1128 03-2024.xlsx,20.8,67.3,2.92,258,0.491,17.5,0,NA,0
2024-03-06T14:10:00Z,06.03.24,14:10:00,OYA_1128 03-2024.xlsx,20.9,66.2,2.81,250,0.551,16.6,0,NA,0
2024-03-06T14:20:00Z,06.03.24,14:20:00,OYA_1128 03-2024.xlsx,20.9,66.4,2.56,255,0.74,17.8,0,NA,0
2024-03-06T14:30:00Z,06.03.24,14:30:00,OYA_1128 03-2024.xlsx,21.1,65.3,2.31,248,0.706,30.4,0,NA,0
2024-03-06T14:40:00Z,06.03.24,14:40:00,OYA_1128 03-2024.xlsx,21.5,63.6,2.25,246,0.714,33.7,0,NA,0
2024-03-06T14:50:00Z,06.03.24,14:50:00,OYA_1128 03-2024.xlsx,22,60.7,2.54,261,0.488,19.8,0,NA,0
2024-03-06T15:00:00Z,06.03.24,15:00:00,OYA_1128 03-2024.xlsx,22.1,60.7,3.47,239,0.733,20.1,0,NA,0
2024-03-06T15:10:00Z,06.03.24,15:10:00,OYA_1128 03-2024.xlsx,21.5,63.3,3.4,237,1.09,16.9,0,NA,0
2024-03-06T15:20:00Z,06.03.24,15:20:00,OYA_1128 03-2024.xlsx,21.4,63.7,3.55,228,0.737,23.6,0,NA,0
2024-03-06T15:30:00Z,06.03.24,15:30:00,OYA_1128 03-2024.xlsx,21.7,61.6,3.09,245,0.802,22.9,0,NA,0
2024-03-06T15:40:00Z,06.03.24,15:40:00,OYA_1128 03-2024.xlsx,21.4,61.8,3.6,239,0.89,15.8,0,NA,0
2024-03-06T15:50:00Z,06.03.24,15:50:00,OYA_1128 03-2024.xlsx,21.2,63.8,3.41,256,0.855,14.3,0,NA,0
2024-03-06T16:00:00Z,06.03.24,16:00:00,OYA_1128 03-2024.xlsx,21,64.9,3.85,251,0.795,20.9,0,NA,0
2024-03-06T16:10:00Z,06.03.24,16:10:00,OYA_1128 03-2024.xlsx,21.1,64.6,3.53,243,0.877,16.4,0,NA,0
2024-03-06T16:20:00Z,06.03.24,16:20:00,OYA_1128 03-2024.xlsx,20.9,65.1,3.74,250,0.874,16,0,NA,0
2024-03-06T16:30:00Z,06.03.24,16:30:00,OYA_1128 03-2024.xlsx,21,64.7,4.35,249,0.927,19.7,0.003,NA,0
2024-03-06T16:40:00Z,06.03.24,16:40:00,OYA_1128 03-2024.xlsx,21,63.9,4.4,256,0.937,21,0.047,NA,0
2024-03-06T16:50:00Z,06.03.24,16:50:00,OYA_1128 03-2024.xlsx,20.8,64,4.56,247,0.895,16.9,0.092,NA,0
2024-03-06T17:00:00Z,06.03.24,17:00:00,OYA_1128 03-2024.xlsx,20.6,64.6,4.51,252,0.761,14.4,0.137,NA,0
2024-03-06T17:10:00Z,06.03.24,17:10:00,OYA_1128 03-2024.xlsx,20.6,64.6,4.21,257,0.874,15.9,0.178,NA,0
2024-03-06T17:20:00Z,06.03.24,17:20:00,OYA_1128 03-2024.xlsx,20.6,64.9,4.85,256,1.04,18.6,0.209,NA,0
2024-03-06T17:30:00Z,06.03.24,17:30:00,OYA_1128 03-2024.xlsx,20.6,65.1,4.42,250,0.911,21.7,0.239,NA,0
2024-03-06T17:40:00Z,06.03.24,17:40:00,OYA_1128 03-2024.xlsx,20.9,63.7,4.47,250,1.05,22.5,0.24,NA,0
2024-03-06T17:50:00Z,06.03.24,17:50:00,OYA_1128 03-2024.xlsx,20.4,66,4.91,264,1.02,18.6,0.279,NA,0
2024-03-06T18:00:00Z,06.03.24,18:00:00,OYA_1128 03-2024.xlsx,20.2,66.5,4.47,257,0.902,21.3,0.347,NA,0
2024-03-06T18:10:00Z,06.03.24,18:10:00,OYA_1128 03-2024.xlsx,20.4,65.9,4.68,250,0.886,16.4,0.364,NA,0
2024-03-06T18:20:00Z,06.03.24,18:20:00,OYA_1128 03-2024.xlsx,20.4,65.7,4.46,250,1.02,16.9,0.359,NA,0
2024-03-06T18:30:00Z,06.03.24,18:30:00,OYA_1128 03-2024.xlsx,20.5,65.5,4.59,257,1.06,14.4,0.338,NA,0
2024-03-06T18:40:00Z,06.03.24,18:40:00,OYA_1128 03-2024.xlsx,20.7,64.6,4.52,263,1.03,17.2,0.308,NA,0
2024-03-06T18:50:00Z,06.03.24,18:50:00,OYA_1128 03-2024.xlsx,20.7,65.1,5.27,255,0.981,17.6,0.274,NA,0
2024-03-06T19:00:00Z,06.03.24,19:00:00,OYA_1128 03-2024.xlsx,20.6,66.1,4.73,261,0.928,13.9,0.255,NA,0
2024-03-06T19:10:00Z,06.03.24,19:10:00,OYA_1128 03-2024.xlsx,20.3,67,4.33,260,1.05,17,0.24,NA,0
2024-03-06T19:20:00Z,06.03.24,19:20:00,OYA_1128 03-2024.xlsx,20.2,67,4.37,261,0.803,14.6,0.228,NA,0
2024-03-06T19:30:00Z,06.03.24,19:30:00,OYA_1128 03-2024.xlsx,20.2,67.7,4.59,257,0.972,17.3,0.211,NA,0
2024-03-06T19:40:00Z,06.03.24,19:40:00,OYA_1128 03-2024.xlsx,20,68.3,5.17,262,0.935,12.5,0.208,NA,0
2024-03-06T19:50:00Z,06.03.24,19:50:00,OYA_1128 03-2024.xlsx,20,68.5,5.59,263,0.966,12.6,0.229,NA,0
2024-03-06T20:00:00Z,06.03.24,20:00:00,OYA_1128 03-2024.xlsx,20.1,67.4,4.84,257,0.843,14.4,0.239,NA,0
2024-03-06T20:10:00Z,06.03.24,20:10:00,OYA_1128 03-2024.xlsx,20.1,66.7,4.92,247,0.774,14.1,0.21,NA,0
2024-03-06T20:20:00Z,06.03.24,20:20:00,OYA_1128 03-2024.xlsx,19.7,67.6,5.09,255,0.79,13.4,0.206,NA,0
2024-03-06T20:30:00Z,06.03.24,20:30:00,OYA_1128 03-2024.xlsx,19.7,67.5,4.83,241,0.868,15.9,0.22,NA,0
2024-03-06T20:40:00Z,06.03.24,20:40:00,OYA_1128 03-2024.xlsx,19.7,67.8,4.54,233,0.938,16.6,0.209,NA,0
2024-03-06T20:50:00Z,06.03.24,20:50:00,OYA_1128 03-2024.xlsx,19.8,67.4,4.58,233,0.753,16.5,0.184,NA,0
2024-03-06T21:00:00Z,06.03.24,21:00:00,OYA_1128 03-2024.xlsx,19.7,67.9,4.86,242,0.761,17.5,0.184,NA,0
2024-03-06T21:10:00Z,06.03.24,21:10:00,OYA_1128 03-2024.xlsx,19,70,4.98,249,0.681,13.4,0.243,NA,0
2024-03-06T21:20:00Z,06.03.24,21:20:00,OYA_1128 03-2024.xlsx,18.7,72.1,4.8,256,0.707,16.4,0.324,NA,0
2024-03-06T21:30:00Z,06.03.24,21:30:00,OYA_1128 03-2024.xlsx,18.5,73,4.68,270,0.673,13.4,0.385,NA,0
2024-03-06T21:40:00Z,06.03.24,21:40:00,OYA_1128 03-2024.xlsx,18.3,74.7,4.76,267,0.836,16.6,0.451,NA,0
2024-03-06T21:50:00Z,06.03.24,21:50:00,OYA_1128 03-2024.xlsx,18.4,73.8,4.21,254,0.601,18,0.491,NA,0
2024-03-06T22:00:00Z,06.03.24,22:00:00,OYA_1128 03-2024.xlsx,18.2,74.8,3.67,264,0.65,17,0.524,NA,0
2024-03-06T22:10:00Z,06.03.24,22:10:00,OYA_1128 03-2024.xlsx,17.9,76.1,3.96,264,0.615,13,0.568,NA,0
2024-03-06T22:20:00Z,06.03.24,22:20:00,OYA_1128 03-2024.xlsx,17.6,77.3,3.52,272,0.683,16,0.642,NA,0
2024-03-06T22:30:00Z,06.03.24,22:30:00,OYA_1128 03-2024.xlsx,17.4,77.8,3.42,262,0.637,11.5,0.742,NA,0
2024-03-06T22:40:00Z,06.03.24,22:40:00,OYA_1128 03-2024.xlsx,17.2,78.7,3.28,260,0.492,16.8,0.889,NA,0
2024-03-06T22:50:00Z,06.03.24,22:50:00,OYA_1128 03-2024.xlsx,16.9,79.6,3.06,244,0.466,10.6,1.18,NA,0
2024-03-06T23:00:00Z,06.03.24,23:00:00,OYA_1128 03-2024.xlsx,16.4,81.3,2.75,262,0.5,17.5,1.73,NA,0
2024-03-06T23:10:00Z,06.03.24,23:10:00,OYA_1128 03-2024.xlsx,15.8,83.8,2.48,221,0.296,8.09,3.25,NA,0
2024-03-06T23:20:00Z,06.03.24,23:20:00,OYA_1128 03-2024.xlsx,15.3,86.3,2.36,219,0.485,9.59,6.51,NA,0
2024-03-06T23:30:00Z,06.03.24,23:30:00,OYA_1128 03-2024.xlsx,15,88.3,1.65,230,0.34,11.1,11,NA,0
2024-03-06T23:40:00Z,06.03.24,23:40:00,OYA_1128 03-2024.xlsx,14.8,89.4,1.39,225,0.199,6.77,17.2,NA,0
2024-03-06T23:50:00Z,06.03.24,23:50:00,OYA_1128 03-2024.xlsx,14.7,90.2,1.36,226,0.289,6.97,25.1,NA,0
2024-03-07T00:00:00Z,07.03.24,00:00:00,OYA_1128 03-2024.xlsx,14.6,90.9,1.29,209,0.208,9.76,34,NA,0
2024-03-07T00:10:00Z,07.03.24,00:10:00,OYA_1128 03-2024.xlsx,14.5,91.4,0.622,196,0.237,35.1,41.9,NA,0
2024-03-07T00:20:00Z,07.03.24,00:20:00,OYA_1128 03-2024.xlsx,14.3,91.8,0.841,34.8,0.326,16.4,49.4,NA,0
2024-03-07T00:30:00Z,07.03.24,00:30:00,OYA_1128 03-2024.xlsx,14.4,90.5,2.37,33.1,0.74,11.4,48.2,NA,0
2024-03-07T00:40:00Z,07.03.24,00:40:00,OYA_1128 03-2024.xlsx,15.2,83.2,2.47,34.5,0.448,10.5,34.3,NA,0
2024-03-07T00:50:00Z,07.03.24,00:50:00,OYA_1128 03-2024.xlsx,15.6,77.2,2.34,21.5,0.573,36.1,27.5,NA,0
2024-03-07T01:00:00Z,07.03.24,01:00:00,OYA_1128 03-2024.xlsx,15.3,80.3,1.41,341,0.29,16.6,30.2,NA,0
2024-03-07T01:10:00Z,07.03.24,01:10:00,OYA_1128 03-2024.xlsx,14.7,82.7,1.29,35.9,0.363,13.5,34.9,NA,0
2024-03-07T01:20:00Z,07.03.24,01:20:00,OYA_1128 03-2024.xlsx,15.2,77.8,2.59,36.3,0.482,8.57,31.9,NA,0
2024-03-07T01:30:00Z,07.03.24,01:30:00,OYA_1128 03-2024.xlsx,15.4,75.5,2.51,32.3,0.433,9.59,28.1,NA,0
2024-03-07T01:40:00Z,07.03.24,01:40:00,OYA_1128 03-2024.xlsx,15.5,75.1,2.6,55.2,0.423,8.69,26.3,NA,0
2024-03-07T01:50:00Z,07.03.24,01:50:00,OYA_1128 03-2024.xlsx,15.8,73.5,2.95,56.2,0.499,8.67,25.4,NA,0
2024-03-07T02:00:00Z,07.03.24,02:00:00,OYA_1128 03-2024.xlsx,15.9,71.8,2.38,53.2,0.467,11.1,23.9,NA,0
