datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_ml,niederschlag_nebelwasser_mm
2024-01-01T00:00:00Z,01.01.24,00:00:00,OYA_1193 01-2024.xlsx,18.8,43.5,3.18,260,0.873,8.8,1.11,0,NA
2024-01-01T00:10:00Z,01.01.24,00:10:00,OYA_1193 01-2024.xlsx,19,40.5,3.26,275,0.614,8.18,1.05,0,NA
2024-01-01T00:20:00Z,01.01.24,00:20:00,OYA_1193 01-2024.xlsx,19.2,43.8,2.36,313,0.512,20.6,1,0,NA
2024-01-01T00:30:00Z,01.01.24,00:30:00,OYA_1193 01-2024.xlsx,19.3,45.5,2.42,309,0.504,23.6,1,0,NA
2024-01-01T00:40:00Z,01.01.24,00:40:00,OYA_1193 01-2024.xlsx,18.3,55.4,1.61,359,0.452,19.5,1.02,0,NA
2024-01-01T00:50:00Z,01.01.24,00:50:00,OYA_1193 01-2024.xlsx,17.6,58.5,1.78,11.2,0.467,17,1.1,0,NA
2024-01-01T01:00:00Z,01.01.24,01:00:00,OYA_1193 01-2024.xlsx,17.4,58.6,1.16,23.9,0.311,23,1.17,0,NA
2024-01-01T01:10:00Z,01.01.24,01:10:00,OYA_1193 01-2024.xlsx,17.8,52.1,1.02,326,0.293,17.5,1.23,0,NA
2024-01-01T01:20:00Z,01.01.24,01:20:00,OYA_1193 01-2024.xlsx,18.4,44.7,1.07,331,0.146,16,1.24,0,NA
2024-01-01T01:30:00Z,01.01.24,01:30:00,OYA_1193 01-2024.xlsx,18.5,44,1.39,19.3,0.239,21.5,1.24,0,NA
2024-01-01T01:40:00Z,01.01.24,01:40:00,OYA_1193 01-2024.xlsx,18.5,48.5,1.63,38.6,0.511,16.8,1.24,0,NA
2024-01-01T01:50:00Z,01.01.24,01:50:00,OYA_1193 01-2024.xlsx,17.5,58.8,2.53,28.1,0.306,10,1.26,0,NA
2024-01-01T02:00:00Z,01.01.24,02:00:00,OYA_1193 01-2024.xlsx,16.8,63.4,2.88,37.7,0.331,7.43,1.31,0,NA
2024-01-01T02:10:00Z,01.01.24,02:10:00,OYA_1193 01-2024.xlsx,16.7,61.3,2.12,25.2,0.526,12,1.38,0,NA
2024-01-01T02:20:00Z,01.01.24,02:20:00,OYA_1193 01-2024.xlsx,16.9,58.9,2.55,56,0.292,11.6,1.4,0,NA
2024-01-01T02:30:00Z,01.01.24,02:30:00,OYA_1193 01-2024.xlsx,16,66.3,2.93,42.6,0.345,12.9,1.45,0,NA
2024-01-01T02:40:00Z,01.01.24,02:40:00,OYA_1193 01-2024.xlsx,16.3,62.8,2.76,30.5,0.379,9.02,1.49,0,NA
2024-01-01T02:50:00Z,01.01.24,02:50:00,OYA_1193 01-2024.xlsx,16.9,57.5,2.68,20.5,0.362,11.5,1.5,0,NA
2024-01-01T03:00:00Z,01.01.24,03:00:00,OYA_1193 01-2024.xlsx,16.9,56,2.76,13.7,0.366,10.2,1.5,0,NA
2024-01-01T03:10:00Z,01.01.24,03:10:00,OYA_1193 01-2024.xlsx,17.6,46.7,2.49,7.56,0.317,13.1,1.47,0,NA
2024-01-01T03:20:00Z,01.01.24,03:20:00,OYA_1193 01-2024.xlsx,18.4,35.5,2.16,17.3,0.36,14.5,1.4,0,NA
2024-01-01T03:30:00Z,01.01.24,03:30:00,OYA_1193 01-2024.xlsx,18.9,33.3,1.77,13.9,0.477,21.6,1.32,0,NA
2024-01-01T03:40:00Z,01.01.24,03:40:00,OYA_1193 01-2024.xlsx,18.9,33.3,1.43,18.2,0.471,26,1.27,0,NA
2024-01-01T03:50:00Z,01.01.24,03:50:00,OYA_1193 01-2024.xlsx,19.3,34,1.74,349,0.407,16.1,1.25,0,NA
2024-01-01T04:00:00Z,01.01.24,04:00:00,OYA_1193 01-2024.xlsx,19.6,37.9,1.89,3.1,0.638,17.4,1.22,0,NA
2024-01-01T04:10:00Z,01.01.24,04:10:00,OYA_1193 01-2024.xlsx,18.9,43.1,1.82,14.6,0.627,24.9,1.2,0,NA
2024-01-01T04:20:00Z,01.01.24,04:20:00,OYA_1193 01-2024.xlsx,18.2,47.3,1.8,21.1,0.5,15.6,1.23,0,NA
2024-01-01T04:30:00Z,01.01.24,04:30:00,OYA_1193 01-2024.xlsx,17.8,48.8,2.07,28.1,0.488,12.2,1.27,0,NA
2024-01-01T04:40:00Z,01.01.24,04:40:00,OYA_1193 01-2024.xlsx,17.5,49.2,1.44,29.6,0.421,16,1.3,0,NA
2024-01-01T04:50:00Z,01.01.24,04:50:00,OYA_1193 01-2024.xlsx,17.4,48.9,1.52,50,0.51,12.9,1.33,0,NA
2024-01-01T05:00:00Z,01.01.24,05:00:00,OYA_1193 01-2024.xlsx,16.8,53.7,2.39,75.4,0.328,10.6,1.37,0,NA
2024-01-01T05:10:00Z,01.01.24,05:10:00,OYA_1193 01-2024.xlsx,16.7,54.1,2.15,66.1,0.381,9.08,1.38,0,NA
2024-01-01T05:20:00Z,01.01.24,05:20:00,OYA_1193 01-2024.xlsx,16.3,55.8,2.17,47.2,0.181,8.55,1.41,0,NA
2024-01-01T05:30:00Z,01.01.24,05:30:00,OYA_1193 01-2024.xlsx,16.5,54.2,2.26,41.4,0.197,8.71,1.43,0,NA
2024-01-01T05:40:00Z,01.01.24,05:40:00,OYA_1193 01-2024.xlsx,16.8,52.2,2.65,34.6,0.236,5.66,1.46,0,NA
2024-01-01T05:50:00Z,01.01.24,05:50:00,OYA_1193 01-2024.xlsx,16.8,51.7,2.06,28.4,0.26,9.86,1.46,0,NA
2024-01-01T06:00:00Z,01.01.24,06:00:00,OYA_1193 01-2024.xlsx,16.9,50,1.93,21.9,0.241,8.21,1.47,0,NA
2024-01-01T06:10:00Z,01.01.24,06:10:00,OYA_1193 01-2024.xlsx,17,50.3,2.61,33.4,0.382,6.75,1.48,0,NA
2024-01-01T06:20:00Z,01.01.24,06:20:00,OYA_1193 01-2024.xlsx,16.9,51.2,2.78,45.2,0.329,11,1.47,0,NA
2024-01-01T06:30:00Z,01.01.24,06:30:00,OYA_1193 01-2024.xlsx,16.2,55,2.84,39.5,0.305,8.11,1.47,0,NA
2024-01-01T06:40:00Z,01.01.24,06:40:00,OYA_1193 01-2024.xlsx,16.4,54.5,2.83,30.3,0.248,7.44,1.5,0,NA
2024-01-01T06:50:00Z,01.01.24,06:50:00,OYA_1193 01-2024.xlsx,16.6,53.9,3.12,32.9,0.235,4.8,1.51,0,NA
2024-01-01T07:00:00Z,01.01.24,07:00:00,OYA_1193 01-2024.xlsx,16.6,52.8,2.94,26.5,0.251,7.71,1.5,0,NA
2024-01-01T07:10:00Z,01.01.24,07:10:00,OYA_1193 01-2024.xlsx,16.6,52.8,2.95,30.5,0.259,6.04,1.5,0,NA
2024-01-01T07:20:00Z,01.01.24,07:20:00,OYA_1193 01-2024.xlsx,16.8,51.7,2.94,28.4,0.239,7.12,1.5,0,NA
2024-01-01T07:30:00Z,01.01.24,07:30:00,OYA_1193 01-2024.xlsx,16.8,51.2,2.78,27.4,0.258,7.11,1.49,0,NA
2024-01-01T07:40:00Z,01.01.24,07:40:00,OYA_1193 01-2024.xlsx,16.8,51.1,2.43,36.8,0.219,6.88,1.49,0,NA
2024-01-01T07:50:00Z,01.01.24,07:50:00,OYA_1193 01-2024.xlsx,16.6,51.3,2.41,33.8,0.208,6.51,1.49,0,NA
2024-01-01T08:00:00Z,01.01.24,08:00:00,OYA_1193 01-2024.xlsx,16.7,50.9,2.76,35.4,0.195,6.71,1.5,0,NA
2024-01-01T08:10:00Z,01.01.24,08:10:00,OYA_1193 01-2024.xlsx,16.8,49.1,2.6,31.6,0.201,6.21,1.5,0,NA
2024-01-01T08:20:00Z,01.01.24,08:20:00,OYA_1193 01-2024.xlsx,16.6,50.6,2.18,34.6,0.309,8.68,1.49,0,NA
2024-01-01T08:30:00Z,01.01.24,08:30:00,OYA_1193 01-2024.xlsx,16.5,50.3,2.74,29.2,0.393,6.82,1.51,0,NA
2024-01-01T08:40:00Z,01.01.24,08:40:00,OYA_1193 01-2024.xlsx,16.5,51.1,2.93,31,0.286,6.38,1.52,0,NA
2024-01-01T08:50:00Z,01.01.24,08:50:00,OYA_1193 01-2024.xlsx,16.4,52.8,2.52,26.3,0.198,7.83,1.52,0,NA
2024-01-01T09:00:00Z,01.01.24,09:00:00,OYA_1193 01-2024.xlsx,16.4,52.5,2.35,30.4,0.44,7.94,1.54,0,NA
2024-01-01T09:10:00Z,01.01.24,09:10:00,OYA_1193 01-2024.xlsx,16,52.6,0.476,319,0.178,97.6,1.55,0,NA
2024-01-01T09:20:00Z,01.01.24,09:20:00,OYA_1193 01-2024.xlsx,15.3,55.2,0.531,28.1,0.151,16.7,1.59,0,NA
2024-01-01T09:30:00Z,01.01.24,09:30:00,OYA_1193 01-2024.xlsx,15,58.4,1.53,32.6,0.356,6.76,1.67,0,NA
2024-01-01T09:40:00Z,01.01.24,09:40:00,OYA_1193 01-2024.xlsx,15.1,58.5,1.25,24.6,0.44,21.9,1.73,0,NA
2024-01-01T09:50:00Z,01.01.24,09:50:00,OYA_1193 01-2024.xlsx,15,59.1,1.02,32.1,0.284,6.86,1.77,0,NA
2024-01-01T10:00:00Z,01.01.24,10:00:00,OYA_1193 01-2024.xlsx,15.1,58.4,0.736,6.7,0.148,22.1,1.81,0,NA
2024-01-01T10:10:00Z,01.01.24,10:10:00,OYA_1193 01-2024.xlsx,15.1,56.8,0.847,5.7,0.199,8.23,1.85,0,NA
2024-01-01T10:20:00Z,01.01.24,10:20:00,OYA_1193 01-2024.xlsx,15.3,55.3,0.416,334,0.051,20.6,1.88,0,NA
2024-01-01T10:30:00Z,01.01.24,10:30:00,OYA_1193 01-2024.xlsx,15.6,53.2,0.598,59.7,0.212,33.5,1.89,0,NA
2024-01-01T10:40:00Z,01.01.24,10:40:00,OYA_1193 01-2024.xlsx,16.4,51.7,0.368,58.5,0.039,0,1.82,0,NA
2024-01-01T10:50:00Z,01.01.24,10:50:00,OYA_1193 01-2024.xlsx,17.8,46.9,0.376,156,0.044,0,1.65,0,NA
2024-01-01T11:00:00Z,01.01.24,11:00:00,OYA_1193 01-2024.xlsx,18.6,45.3,0.556,68.6,0.31,22.7,1.42,0,NA
2024-01-01T11:10:00Z,01.01.24,11:10:00,OYA_1193 01-2024.xlsx,18.1,49.5,2.35,39,0.378,11.4,1.23,0,NA
2024-01-01T11:20:00Z,01.01.24,11:20:00,OYA_1193 01-2024.xlsx,16.9,56.7,3.03,38.1,0.481,9.34,1.14,0,NA
2024-01-01T11:30:00Z,01.01.24,11:30:00,OYA_1193 01-2024.xlsx,16.8,57.5,3.02,55.3,0.387,9.24,1.06,0,NA
2024-01-01T11:40:00Z,01.01.24,11:40:00,OYA_1193 01-2024.xlsx,17.4,53.7,2.8,55.3,0.372,11.2,0.993,0,NA
2024-01-01T11:50:00Z,01.01.24,11:50:00,OYA_1193 01-2024.xlsx,18,51.8,2.51,55.7,0.416,10.3,0.894,0,NA
2024-01-01T12:00:00Z,01.01.24,12:00:00,OYA_1193 01-2024.xlsx,18.4,50.5,1.81,52.2,0.552,21.2,0.776,0,NA
2024-01-01T12:10:00Z,01.01.24,12:10:00,OYA_1193 01-2024.xlsx,19.4,47.5,1.37,20.1,0.289,17.5,0.593,0,NA
2024-01-01T12:20:00Z,01.01.24,12:20:00,OYA_1193 01-2024.xlsx,20.1,45,0.909,6.62,0.349,38.3,0.344,0,NA
2024-01-01T12:30:00Z,01.01.24,12:30:00,OYA_1193 01-2024.xlsx,20.5,45.2,1.25,12,0.472,32.5,0.112,0,NA
2024-01-01T12:40:00Z,01.01.24,12:40:00,OYA_1193 01-2024.xlsx,20.3,46.4,0.895,357,0.429,36.6,0.002,0,NA
2024-01-01T12:50:00Z,01.01.24,12:50:00,OYA_1193 01-2024.xlsx,20.9,48.4,1.34,249,0.622,47.6,0,0,NA
2024-01-01T13:00:00Z,01.01.24,13:00:00,OYA_1193 01-2024.xlsx,19.9,55.6,1.87,223,0.408,21.4,0,0,NA
2024-01-01T13:10:00Z,01.01.24,13:10:00,OYA_1193 01-2024.xlsx,19.6,58.2,1.92,226,0.555,27.9,0,0,NA
2024-01-01T13:20:00Z,01.01.24,13:20:00,OYA_1193 01-2024.xlsx,19.7,59.2,1.97,225,0.627,23,0,0,NA
2024-01-01T13:30:00Z,01.01.24,13:30:00,OYA_1193 01-2024.xlsx,19.7,59.9,2.41,219,0.539,22.7,0,0,NA
2024-01-01T13:40:00Z,01.01.24,13:40:00,OYA_1193 01-2024.xlsx,19.4,60.9,2.59,215,0.622,19.1,0,0,NA
2024-01-01T13:50:00Z,01.01.24,13:50:00,OYA_1193 01-2024.xlsx,19.4,61.5,1.98,209,0.434,21.1,0,0,NA
2024-01-01T14:00:00Z,01.01.24,14:00:00,OYA_1193 01-2024.xlsx,19.8,60,2,217,0.563,25.9,0,0,NA
2024-01-01T14:10:00Z,01.01.24,14:10:00,OYA_1193 01-2024.xlsx,20.3,58.4,2.59,214,0.743,18.9,0,0,NA
2024-01-01T14:20:00Z,01.01.24,14:20:00,OYA_1193 01-2024.xlsx,20.3,58.3,2.54,202,0.697,18.4,0,0,NA
2024-01-01T14:30:00Z,01.01.24,14:30:00,OYA_1193 01-2024.xlsx,20.5,57.8,2.77,208,0.686,18.7,0,0,NA
2024-01-01T14:40:00Z,01.01.24,14:40:00,OYA_1193 01-2024.xlsx,20.4,58.5,3.03,211,0.697,19.6,0,0,NA
2024-01-01T14:50:00Z,01.01.24,14:50:00,OYA_1193 01-2024.xlsx,20.7,57.6,3.05,212,0.685,20,0,0,NA
2024-01-01T15:00:00Z,01.01.24,15:00:00,OYA_1193 01-2024.xlsx,20.7,57.7,3.21,213,0.722,18,0,0,NA
2024-01-01T15:10:00Z,01.01.24,15:10:00,OYA_1193 01-2024.xlsx,20.7,57.8,3.83,208,0.785,16.2,0,0,NA
2024-01-01T15:20:00Z,01.01.24,15:20:00,OYA_1193 01-2024.xlsx,20.5,58.8,4.07,218,0.961,15.9,0,0,NA
2024-01-01T15:30:00Z,01.01.24,15:30:00,OYA_1193 01-2024.xlsx,20.4,59.5,4.28,209,0.845,14.1,0,0,NA
2024-01-01T15:40:00Z,01.01.24,15:40:00,OYA_1193 01-2024.xlsx,20.3,59.6,4.3,220,0.721,22,0,0,NA
2024-01-01T15:50:00Z,01.01.24,15:50:00,OYA_1193 01-2024.xlsx,19.8,61.5,4.69,240,0.664,19,0.009,0,NA
2024-01-01T16:00:00Z,01.01.24,16:00:00,OYA_1193 01-2024.xlsx,19.7,62,4.63,225,0.815,17.6,0.08,0,NA
2024-01-01T16:10:00Z,01.01.24,16:10:00,OYA_1193 01-2024.xlsx,19.9,61.2,4.96,217,0.798,19.2,0.111,0,NA
2024-01-01T16:20:00Z,01.01.24,16:20:00,OYA_1193 01-2024.xlsx,20,60.5,5.32,228,0.83,17.5,0.133,0,NA
2024-01-01T16:30:00Z,01.01.24,16:30:00,OYA_1193 01-2024.xlsx,19.4,62.4,5.25,242,0.959,14.6,0.187,0,NA
2024-01-01T16:40:00Z,01.01.24,16:40:00,OYA_1193 01-2024.xlsx,19.2,63.2,5.47,235,1.1,16,0.246,0,NA
2024-01-01T16:50:00Z,01.01.24,16:50:00,OYA_1193 01-2024.xlsx,19.4,62.4,5.27,239,0.976,14.7,0.278,0,NA
2024-01-01T17:00:00Z,01.01.24,17:00:00,OYA_1193 01-2024.xlsx,19.7,61.2,5.39,240,0.934,15.2,0.28,0,NA
2024-01-01T17:10:00Z,01.01.24,17:10:00,OYA_1193 01-2024.xlsx,19.6,61.1,5.67,233,1.09,13.6,0.279,0,NA
2024-01-01T17:20:00Z,01.01.24,17:20:00,OYA_1193 01-2024.xlsx,19.9,60.3,5.79,235,0.99,16.3,0.265,0,NA
2024-01-01T17:30:00Z,01.01.24,17:30:00,OYA_1193 01-2024.xlsx,19.5,61.9,5.77,243,0.953,13.3,0.26,0,NA
2024-01-01T17:40:00Z,01.01.24,17:40:00,OYA_1193 01-2024.xlsx,19.6,61.7,5.95,251,0.934,15.8,0.278,0,NA
2024-01-01T17:50:00Z,01.01.24,17:50:00,OYA_1193 01-2024.xlsx,19.5,62.1,5.99,241,1.06,13.6,0.28,0,NA
2024-01-01T18:00:00Z,01.01.24,18:00:00,OYA_1193 01-2024.xlsx,19.6,61.1,6.4,238,1.23,17,0.272,0,NA
2024-01-01T18:10:00Z,01.01.24,18:10:00,OYA_1193 01-2024.xlsx,19.4,62.3,6.43,236,1.05,16,0.28,0,NA
2024-01-01T18:20:00Z,01.01.24,18:20:00,OYA_1193 01-2024.xlsx,19.1,62.4,5.93,236,0.863,15.1,0.299,0,NA
2024-01-01T18:30:00Z,01.01.24,18:30:00,OYA_1193 01-2024.xlsx,19.3,61.4,5.85,242,0.796,14.4,0.297,0,NA
2024-01-01T18:40:00Z,01.01.24,18:40:00,OYA_1193 01-2024.xlsx,19.7,60.1,5.38,240,0.997,15.5,0.274,0,NA
2024-01-01T18:50:00Z,01.01.24,18:50:00,OYA_1193 01-2024.xlsx,19.6,60.1,5.5,240,1.08,12.7,0.241,0,NA
2024-01-01T19:00:00Z,01.01.24,19:00:00,OYA_1193 01-2024.xlsx,19.6,59.8,6.23,236,0.982,14.4,0.233,0,NA
2024-01-01T19:10:00Z,01.01.24,19:10:00,OYA_1193 01-2024.xlsx,19.5,60.2,6.08,242,1.04,15.6,0.24,0,NA
2024-01-01T19:20:00Z,01.01.24,19:20:00,OYA_1193 01-2024.xlsx,19.2,61.3,6.54,248,0.872,14.2,0.264,0,NA
2024-01-01T19:30:00Z,01.01.24,19:30:00,OYA_1193 01-2024.xlsx,18.6,63,6.58,252,1.05,11.7,0.326,0,NA
2024-01-01T19:40:00Z,01.01.24,19:40:00,OYA_1193 01-2024.xlsx,18.5,64,6.22,244,0.944,13.2,0.376,0,NA
2024-01-01T19:50:00Z,01.01.24,19:50:00,OYA_1193 01-2024.xlsx,18.9,62.4,6.48,240,0.86,14.4,0.379,0,NA
2024-01-01T20:00:00Z,01.01.24,20:00:00,OYA_1193 01-2024.xlsx,18.6,62.7,7.36,248,1.07,10.9,0.376,0,NA
2024-01-01T20:10:00Z,01.01.24,20:10:00,OYA_1193 01-2024.xlsx,18.2,65.1,7.3,257,1.01,11.3,0.431,0,NA
2024-01-01T20:20:00Z,01.01.24,20:20:00,OYA_1193 01-2024.xlsx,18,65.3,6.94,252,0.966,10.8,0.485,0,NA
2024-01-01T20:30:00Z,01.01.24,20:30:00,OYA_1193 01-2024.xlsx,17.7,67,6.65,260,0.856,11.1,0.532,0,NA
2024-01-01T20:40:00Z,01.01.24,20:40:00,OYA_1193 01-2024.xlsx,17.6,67.2,6.23,260,1.04,11.2,0.568,0,NA
2024-01-01T20:50:00Z,01.01.24,20:50:00,OYA_1193 01-2024.xlsx,17.3,68.1,6.13,259,0.854,11.4,0.588,0,NA
2024-01-01T21:00:00Z,01.01.24,21:00:00,OYA_1193 01-2024.xlsx,17,70.8,5.68,254,0.986,12.4,0.628,0,NA
2024-01-01T21:10:00Z,01.01.24,21:10:00,OYA_1193 01-2024.xlsx,17.3,70.6,5.73,244,0.929,14.7,0.633,0,NA
2024-01-01T21:20:00Z,01.01.24,21:20:00,OYA_1193 01-2024.xlsx,17.4,70,5.13,249,0.888,13.1,0.622,0,NA
2024-01-01T21:30:00Z,01.01.24,21:30:00,OYA_1193 01-2024.xlsx,17.2,70.3,4.87,242,0.691,20.4,0.631,0,NA
2024-01-01T21:40:00Z,01.01.24,21:40:00,OYA_1193 01-2024.xlsx,17.1,70.7,4.79,250,0.787,12.4,0.641,0,NA
2024-01-01T21:50:00Z,01.01.24,21:50:00,OYA_1193 01-2024.xlsx,16.8,71.9,3.96,241,0.751,14.7,0.668,0,NA
2024-01-01T22:00:00Z,01.01.24,22:00:00,OYA_1193 01-2024.xlsx,16.7,72.2,4.02,252,0.538,12.3,0.689,0,NA
2024-01-01T22:10:00Z,01.01.24,22:10:00,OYA_1193 01-2024.xlsx,16.5,73.4,4.41,255,0.608,10.4,0.737,0,NA
2024-01-01T22:20:00Z,01.01.24,22:20:00,OYA_1193 01-2024.xlsx,16.3,74.5,4.47,252,0.58,8.43,0.799,0,NA
2024-01-01T22:30:00Z,01.01.24,22:30:00,OYA_1193 01-2024.xlsx,15.7,75.8,4.85,254,0.733,11.1,0.901,0,NA
2024-01-01T22:40:00Z,01.01.24,22:40:00,OYA_1193 01-2024.xlsx,14.9,78.7,5.22,253,0.746,11.1,1.09,0,NA
2024-01-01T22:50:00Z,01.01.24,22:50:00,OYA_1193 01-2024.xlsx,14.4,81.3,5.15,252,0.791,11.4,1.27,0,NA
2024-01-01T23:00:00Z,01.01.24,23:00:00,OYA_1193 01-2024.xlsx,14.2,83,5.27,255,0.672,9.94,1.41,0,NA
2024-01-01T23:10:00Z,01.01.24,23:10:00,OYA_1193 01-2024.xlsx,14,84.4,4.55,241,0.616,13.9,1.53,0,NA
2024-01-01T23:20:00Z,01.01.24,23:20:00,OYA_1193 01-2024.xlsx,13.9,85.2,3.93,237,0.655,12.6,1.62,0,NA
2024-01-01T23:30:00Z,01.01.24,23:30:00,OYA_1193 01-2024.xlsx,13.7,85.9,3.46,234,0.709,13.1,1.71,0,NA
2024-01-01T23:40:00Z,01.01.24,23:40:00,OYA_1193 01-2024.xlsx,13.6,86.4,3.03,241,0.61,12.2,1.8,0,NA
2024-01-01T23:50:00Z,01.01.24,23:50:00,OYA_1193 01-2024.xlsx,13.3,87,2.73,261,0.622,19.4,1.88,0,NA
2024-01-02T00:00:00Z,02.01.24,00:00:00,OYA_1193 01-2024.xlsx,13.2,87.7,2.1,235,0.497,16,1.94,0,NA
2024-01-02T00:10:00Z,02.01.24,00:10:00,OYA_1193 01-2024.xlsx,13.3,88.2,1.7,244,0.471,18.1,1.99,0,NA
2024-01-02T00:20:00Z,02.01.24,00:20:00,OYA_1193 01-2024.xlsx,13.2,88.3,1.64,252,0.477,21.5,2.02,0,NA
2024-01-02T00:30:00Z,02.01.24,00:30:00,OYA_1193 01-2024.xlsx,13.1,88.7,1.11,263,0.43,28.5,2.07,0,NA
2024-01-02T00:40:00Z,02.01.24,00:40:00,OYA_1193 01-2024.xlsx,13.1,89.1,1.09,248,0.354,30.4,2.15,0,NA
2024-01-02T00:50:00Z,02.01.24,00:50:00,OYA_1193 01-2024.xlsx,13.1,89.4,0.716,228,0.219,17.7,2.21,0,NA
2024-01-02T01:00:00Z,02.01.24,01:00:00,OYA_1193 01-2024.xlsx,13.1,89.7,1.09,273,0.25,13.1,2.32,0,NA
2024-01-02T01:10:00Z,02.01.24,01:10:00,OYA_1193 01-2024.xlsx,13,90,0.897,268,0.25,16.2,2.51,0,NA
2024-01-02T01:20:00Z,02.01.24,01:20:00,OYA_1193 01-2024.xlsx,13,90.1,0.422,356,0.128,55.8,2.65,0,NA
2024-01-02T01:30:00Z,02.01.24,01:30:00,OYA_1193 01-2024.xlsx,12.9,90.2,0.524,14.9,0.284,23.5,2.76,0,NA
2024-01-02T01:40:00Z,02.01.24,01:40:00,OYA_1193 01-2024.xlsx,12.8,90.4,1.24,27.9,0.361,16.4,3.1,0,NA
2024-01-02T01:50:00Z,02.01.24,01:50:00,OYA_1193 01-2024.xlsx,12.7,90.9,0.541,11.2,0.2,16.4,3.39,0,NA
2024-01-02T02:00:00Z,02.01.24,02:00:00,OYA_1193 01-2024.xlsx,12.8,91,0.783,0.905,0.308,23,3.78,0,NA
2024-01-02T02:10:00Z,02.01.24,02:10:00,OYA_1193 01-2024.xlsx,12.9,90.9,0.803,351,0.278,24.3,3.97,0,NA
2024-01-02T02:20:00Z,02.01.24,02:20:00,OYA_1193 01-2024.xlsx,12.8,90.9,0.948,14.6,0.237,17.1,3.88,0,NA
2024-01-02T02:30:00Z,02.01.24,02:30:00,OYA_1193 01-2024.xlsx,12.6,91.3,1.33,62.1,0.293,14.7,3.89,0,NA
2024-01-02T02:40:00Z,02.01.24,02:40:00,OYA_1193 01-2024.xlsx,12.6,91.3,0.506,307,0.25,73.4,3.98,0,NA
2024-01-02T02:50:00Z,02.01.24,02:50:00,OYA_1193 01-2024.xlsx,12.5,91.5,0.477,226,0.165,39.9,4.18,0,NA
2024-01-02T03:00:00Z,02.01.24,03:00:00,OYA_1193 01-2024.xlsx,12.4,91.5,0.497,102,0.187,30.2,4.31,0,NA
2024-01-02T03:10:00Z,02.01.24,03:10:00,OYA_1193 01-2024.xlsx,12.2,91.9,1.95,68.4,0.581,10.5,4.56,0,NA
2024-01-02T03:20:00Z,02.01.24,03:20:00,OYA_1193 01-2024.xlsx,12.1,92.1,3.06,67.2,0.524,9.32,5.04,0,NA
2024-01-02T03:30:00Z,02.01.24,03:30:00,OYA_1193 01-2024.xlsx,12.2,92.5,3.16,58.7,0.455,12,5.35,82,NA
2024-01-02T03:40:00Z,02.01.24,03:40:00,OYA_1193 01-2024.xlsx,12.3,92.5,3.37,50.2,0.661,10,5.36,104,NA
2024-01-02T03:50:00Z,02.01.24,03:50:00,OYA_1193 01-2024.xlsx,12.2,92.6,0.766,27.7,0.5,52.5,5.41,54,NA
2024-01-02T04:00:00Z,02.01.24,04:00:00,OYA_1193 01-2024.xlsx,12.1,92.6,0.537,16.5,0.192,52.3,5.6,20,NA
2024-01-02T04:10:00Z,02.01.24,04:10:00,OYA_1193 01-2024.xlsx,11.9,93,0.909,320,0.495,66.1,5.87,16,NA
2024-01-02T04:20:00Z,02.01.24,04:20:00,OYA_1193 01-2024.xlsx,11.8,93,0.383,228,0.055,43.1,6.35,16,NA
2024-01-02T04:30:00Z,02.01.24,04:30:00,OYA_1193 01-2024.xlsx,11.7,93.5,0.596,224,0.335,50.2,7.88,18,NA
2024-01-02T04:40:00Z,02.01.24,04:40:00,OYA_1193 01-2024.xlsx,11.8,93.6,0.398,228,0.061,37.6,9,22,NA
2024-01-02T04:50:00Z,02.01.24,04:50:00,OYA_1193 01-2024.xlsx,11.8,93.4,0.381,263,0.07,24.3,10.1,18,NA
2024-01-02T05:00:00Z,02.01.24,05:00:00,OYA_1193 01-2024.xlsx,11.7,93.4,0.369,223,0.038,0,12.2,14,NA
2024-01-02T05:10:00Z,02.01.24,05:10:00,OYA_1193 01-2024.xlsx,11.6,93.7,0.364,204,0.036,0,14.5,16,NA
2024-01-02T05:20:00Z,02.01.24,05:20:00,OYA_1193 01-2024.xlsx,11.5,93.5,0.343,151,0.008,0,19.5,14,NA
2024-01-02T05:30:00Z,02.01.24,05:30:00,OYA_1193 01-2024.xlsx,11.2,93.7,0.43,86.9,0.115,33.2,21.3,10,NA
2024-01-02T05:40:00Z,02.01.24,05:40:00,OYA_1193 01-2024.xlsx,11.2,94.4,1.9,64.1,0.593,15.2,21.7,8,NA
2024-01-02T05:50:00Z,02.01.24,05:50:00,OYA_1193 01-2024.xlsx,11.3,94.2,2.58,87.1,0.294,8.29,24.5,8,NA
2024-01-02T06:00:00Z,02.01.24,06:00:00,OYA_1193 01-2024.xlsx,11.5,94.5,2.41,75,0.496,10.3,26.7,4,NA
2024-01-02T06:10:00Z,02.01.24,06:10:00,OYA_1193 01-2024.xlsx,11.8,94,2.21,76,0.387,10.6,28.2,4,NA
2024-01-02T06:20:00Z,02.01.24,06:20:00,OYA_1193 01-2024.xlsx,11.9,93.7,2.05,76.7,0.312,12.8,29.6,2,NA
2024-01-02T06:30:00Z,02.01.24,06:30:00,OYA_1193 01-2024.xlsx,11.9,93.8,2.13,92.6,0.401,11.5,30.9,0,NA
