datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_ml,niederschlag_nebelwasser_mm
2024-04-30T17:40:00Z,30.04.24,17:40:00,OYA_1193 04-2024.xlsx,24.1,44.5,2.62,221,0.565,22.6,0,0,NA
2024-04-30T17:50:00Z,30.04.24,17:50:00,OYA_1193 04-2024.xlsx,24.3,44.4,2.59,222,0.528,21.8,0,0,NA
2024-04-30T18:00:00Z,30.04.24,18:00:00,OYA_1193 04-2024.xlsx,24.8,42.9,2.85,234,0.695,22.4,0,0,NA
2024-04-30T18:10:00Z,30.04.24,18:10:00,OYA_1193 04-2024.xlsx,24.5,43,3.74,239,0.727,14.8,0,0,NA
2024-04-30T18:20:00Z,30.04.24,18:20:00,OYA_1193 04-2024.xlsx,23.5,46.3,4.26,236,0.629,17.9,0,0,NA
2024-04-30T18:30:00Z,30.04.24,18:30:00,OYA_1193 04-2024.xlsx,22.6,49.9,4.08,224,0.7,17.4,0,0,NA
2024-04-30T18:40:00Z,30.04.24,18:40:00,OYA_1193 04-2024.xlsx,22.1,51.6,4.39,219,0.783,15.5,0,0,NA
2024-04-30T18:50:00Z,30.04.24,18:50:00,OYA_1193 04-2024.xlsx,21.3,53.7,4.76,229,0.68,14.3,0,0,NA
2024-04-30T19:00:00Z,30.04.24,19:00:00,OYA_1193 04-2024.xlsx,20.9,55.6,4.22,230,0.573,14.6,0.027,0,NA
2024-04-30T19:10:00Z,30.04.24,19:10:00,OYA_1193 04-2024.xlsx,20.7,56.1,4.31,231,0.633,13.7,0.075,0,NA
2024-04-30T19:20:00Z,30.04.24,19:20:00,OYA_1193 04-2024.xlsx,20.7,56.9,4.05,231,0.612,12.9,0.1,0,NA
2024-04-30T19:30:00Z,30.04.24,19:30:00,OYA_1193 04-2024.xlsx,20.8,56.4,3.85,234,0.712,12.9,0.1,0,NA
2024-04-30T19:40:00Z,30.04.24,19:40:00,OYA_1193 04-2024.xlsx,20.4,57.5,3.33,239,0.637,15,0.113,0,NA
2024-04-30T19:50:00Z,30.04.24,19:50:00,OYA_1193 04-2024.xlsx,20.7,57.4,2.63,230,0.503,14.4,0.103,0,NA
2024-04-30T20:00:00Z,30.04.24,20:00:00,OYA_1193 04-2024.xlsx,21.6,54.7,3.29,230,0.56,14.5,0.036,0,NA
2024-04-30T20:10:00Z,30.04.24,20:10:00,OYA_1193 04-2024.xlsx,21.8,52.6,3.05,235,0.598,13.6,0,0,NA
2024-04-30T20:20:00Z,30.04.24,20:20:00,OYA_1193 04-2024.xlsx,21.8,52.8,2.64,228,0.5,14.8,0,0,NA
2024-04-30T20:30:00Z,30.04.24,20:30:00,OYA_1193 04-2024.xlsx,22.2,51,2.13,238,0.454,19.1,0,0,NA
2024-04-30T20:40:00Z,30.04.24,20:40:00,OYA_1193 04-2024.xlsx,22.6,49.4,2.22,239,0.523,17.7,0,0,NA
2024-04-30T20:50:00Z,30.04.24,20:50:00,OYA_1193 04-2024.xlsx,23.1,46.8,2.21,233,0.4,15.7,0,0,NA
2024-04-30T21:00:00Z,30.04.24,21:00:00,OYA_1193 04-2024.xlsx,23.2,45.5,2.78,234,0.49,15.1,0,0,NA
2024-04-30T21:10:00Z,30.04.24,21:10:00,OYA_1193 04-2024.xlsx,23,45.2,3.1,235,0.478,14.4,0,0,NA
2024-04-30T21:20:00Z,30.04.24,21:20:00,OYA_1193 04-2024.xlsx,22.6,46,3.03,227,0.531,14.2,0,0,NA
2024-04-30T21:30:00Z,30.04.24,21:30:00,OYA_1193 04-2024.xlsx,22.3,47.6,2.93,216,0.492,13.1,0.01,0,NA
2024-04-30T21:40:00Z,30.04.24,21:40:00,OYA_1193 04-2024.xlsx,21.5,50.5,3.11,221,0.509,14.3,0.097,0,NA
2024-04-30T21:50:00Z,30.04.24,21:50:00,OYA_1193 04-2024.xlsx,20.5,54.6,2.68,210,0.437,9.51,0.251,0,NA
2024-04-30T22:00:00Z,30.04.24,22:00:00,OYA_1193 04-2024.xlsx,19.9,57.1,2.69,220,0.385,9.61,0.432,0,NA
2024-04-30T22:10:00Z,30.04.24,22:10:00,OYA_1193 04-2024.xlsx,19.6,57.4,2.88,221,0.459,10.8,0.602,0,NA
2024-04-30T22:20:00Z,30.04.24,22:20:00,OYA_1193 04-2024.xlsx,19.3,57.2,3.04,222,0.412,10.7,0.79,0,NA
2024-04-30T22:30:00Z,30.04.24,22:30:00,OYA_1193 04-2024.xlsx,18.5,59.7,3.14,225,0.334,7.78,1.11,0,NA
2024-04-30T22:40:00Z,30.04.24,22:40:00,OYA_1193 04-2024.xlsx,17.9,62.8,2.43,223,0.42,9.32,1.53,0,NA
2024-04-30T22:50:00Z,30.04.24,22:50:00,OYA_1193 04-2024.xlsx,17.6,64.4,2.22,225,0.359,10.2,1.98,0,NA
2024-04-30T23:00:00Z,30.04.24,23:00:00,OYA_1193 04-2024.xlsx,17.4,65.1,2.13,248,0.28,8.13,2.43,0,NA
2024-04-30T23:10:00Z,30.04.24,23:10:00,OYA_1193 04-2024.xlsx,17.2,65.9,1.48,256,0.303,8.42,2.88,0,NA
2024-04-30T23:20:00Z,30.04.24,23:20:00,OYA_1193 04-2024.xlsx,17.1,66.6,1.42,258,0.138,8.72,3.54,0,NA
2024-04-30T23:30:00Z,30.04.24,23:30:00,OYA_1193 04-2024.xlsx,16.9,67.2,2.03,240,0.264,9.99,4.32,0,NA
2024-04-30T23:40:00Z,30.04.24,23:40:00,OYA_1193 04-2024.xlsx,16.8,67.8,1.86,255,0.208,11.2,4.85,0,NA
2024-04-30T23:50:00Z,30.04.24,23:50:00,OYA_1193 04-2024.xlsx,16.6,68.5,2.09,254,0.198,8.47,5.48,0,NA
2024-05-01T00:00:00Z,01.05.24,00:00:00,OYA_1193 05-2024.xlsx,16.5,69,2.03,245,0.278,9.55,6.03,0,NA
2024-05-01T00:10:00Z,01.05.24,00:10:00,OYA_1193 05-2024.xlsx,16.3,69.8,1.69,261,0.169,8.08,6.58,0,NA
2024-05-01T00:20:00Z,01.05.24,00:20:00,OYA_1193 05-2024.xlsx,16.3,70.5,1.69,259,0.188,8.07,7.54,0,NA
2024-05-01T00:30:00Z,01.05.24,00:30:00,OYA_1193 05-2024.xlsx,16.2,70.9,1.87,260,0.142,8.07,8.66,0,NA
2024-05-01T00:40:00Z,01.05.24,00:40:00,OYA_1193 05-2024.xlsx,16.2,71.5,1.72,259,0.168,7.9,9.82,0,NA
2024-05-01T00:50:00Z,01.05.24,00:50:00,OYA_1193 05-2024.xlsx,16.2,71.8,1.78,260,0.166,9.85,11,0,NA
2024-05-01T01:00:00Z,01.05.24,01:00:00,OYA_1193 05-2024.xlsx,16.1,72.3,1.75,276,0.153,8.82,12.2,0,NA
2024-05-01T01:10:00Z,01.05.24,01:10:00,OYA_1193 05-2024.xlsx,16.1,72.5,1.38,284,0.211,13.7,13.5,0,NA
2024-05-01T01:20:00Z,01.05.24,01:20:00,OYA_1193 05-2024.xlsx,16,72.8,1.1,277,0.126,13,16.2,0,NA
2024-05-01T01:30:00Z,01.05.24,01:30:00,OYA_1193 05-2024.xlsx,16,73.4,1.31,287,0.163,8.45,18.9,0,NA
2024-05-01T01:40:00Z,01.05.24,01:40:00,OYA_1193 05-2024.xlsx,16,73.4,0.684,307,0.154,15.5,20.9,0,NA
2024-05-01T01:50:00Z,01.05.24,01:50:00,OYA_1193 05-2024.xlsx,16,73.7,0.796,27.8,0.386,11.5,24.8,0,NA
2024-05-01T02:00:00Z,01.05.24,02:00:00,OYA_1193 05-2024.xlsx,16,73.2,1.57,34.2,0.16,3.21,29.9,0,NA
2024-05-01T02:10:00Z,01.05.24,02:10:00,OYA_1193 05-2024.xlsx,15.8,72.5,1.05,21,0.277,10.2,31.5,0,NA
2024-05-01T02:20:00Z,01.05.24,02:20:00,OYA_1193 05-2024.xlsx,15.7,72.9,0.836,15.2,0.26,15.2,34.2,0,NA
2024-05-01T02:30:00Z,01.05.24,02:30:00,OYA_1193 05-2024.xlsx,16.1,72,0.579,351,0.163,39.6,35.9,0,NA
2024-05-01T02:40:00Z,01.05.24,02:40:00,OYA_1193 05-2024.xlsx,16.2,71.5,0.888,344,0.224,40.3,39.9,0,NA
2024-05-01T02:50:00Z,01.05.24,02:50:00,OYA_1193 05-2024.xlsx,16.3,71.5,0.837,337,0.244,28.1,42.8,0,NA
2024-05-01T03:00:00Z,01.05.24,03:00:00,OYA_1193 05-2024.xlsx,16.7,71.9,1.13,292,0.365,17.9,48.6,0,NA
2024-05-01T03:10:00Z,01.05.24,03:10:00,OYA_1193 05-2024.xlsx,17,71.3,1.11,315,0.739,52,52.6,0,NA
2024-05-01T03:20:00Z,01.05.24,03:20:00,OYA_1193 05-2024.xlsx,16.6,70.7,0.493,102,0.201,45.2,53.3,0,NA
2024-05-01T03:30:00Z,01.05.24,03:30:00,OYA_1193 05-2024.xlsx,16.4,71.2,0.521,133,0.095,18,55,0,NA
2024-05-01T03:40:00Z,01.05.24,03:40:00,OYA_1193 05-2024.xlsx,16.3,72.7,0.516,103,0.123,14.9,58.3,0,NA
2024-05-01T03:50:00Z,01.05.24,03:50:00,OYA_1193 05-2024.xlsx,16.5,72.6,1.65,80.5,0.402,5.07,62.1,0,NA
2024-05-01T04:00:00Z,01.05.24,04:00:00,OYA_1193 05-2024.xlsx,16,72,2.16,84.4,0.289,6.39,64.2,0,NA
2024-05-01T04:10:00Z,01.05.24,04:10:00,OYA_1193 05-2024.xlsx,15.7,73.5,2.31,79.4,0.181,4.83,64.8,0,NA
2024-05-01T04:20:00Z,01.05.24,04:20:00,OYA_1193 05-2024.xlsx,15.6,73.8,2.27,83,0.213,5.92,64.7,0,NA
2024-05-01T04:30:00Z,01.05.24,04:30:00,OYA_1193 05-2024.xlsx,15.6,73.6,2.15,83.9,0.292,8.49,64.5,0,NA
2024-05-01T04:40:00Z,01.05.24,04:40:00,OYA_1193 05-2024.xlsx,15.4,74.7,1.82,87.6,0.385,18.1,65.3,0,NA
2024-05-01T04:50:00Z,01.05.24,04:50:00,OYA_1193 05-2024.xlsx,15.8,74.9,1.92,86.3,0.239,8.51,66.8,0,NA
2024-05-01T05:00:00Z,01.05.24,05:00:00,OYA_1193 05-2024.xlsx,15.7,74.4,2.11,90.9,0.28,8.1,67.7,0,NA
2024-05-01T05:10:00Z,01.05.24,05:10:00,OYA_1193 05-2024.xlsx,15.6,75.1,2.51,82.4,0.249,11.6,69.1,0,NA
2024-05-01T05:20:00Z,01.05.24,05:20:00,OYA_1193 05-2024.xlsx,15.4,75,2.41,74.1,0.245,6.16,69,0,NA
2024-05-01T05:30:00Z,01.05.24,05:30:00,OYA_1193 05-2024.xlsx,14.8,75.1,2.22,70.8,0.218,8.7,69.1,0,NA
2024-05-01T05:40:00Z,01.05.24,05:40:00,OYA_1193 05-2024.xlsx,14.3,77.3,2.69,49.3,0.226,7.62,70.4,0,NA
2024-05-01T05:50:00Z,01.05.24,05:50:00,OYA_1193 05-2024.xlsx,14.7,77.7,2.43,44,0.242,7.18,71.7,0,NA
2024-05-01T06:00:00Z,01.05.24,06:00:00,OYA_1193 05-2024.xlsx,14.8,77.5,2.58,54.5,0.215,6.68,71.6,0,NA
2024-05-01T06:10:00Z,01.05.24,06:10:00,OYA_1193 05-2024.xlsx,14.5,77.5,2.28,59.3,0.24,6.46,71.9,0,NA
2024-05-01T06:20:00Z,01.05.24,06:20:00,OYA_1193 05-2024.xlsx,14.5,78.8,2.26,63.8,0.239,9.86,73.2,0,NA
2024-05-01T06:30:00Z,01.05.24,06:30:00,OYA_1193 05-2024.xlsx,14.8,78.8,2.48,73.2,0.343,9.93,74.7,0,NA
2024-05-01T06:40:00Z,01.05.24,06:40:00,OYA_1193 05-2024.xlsx,15.2,78.1,2.59,69.7,0.347,9.13,74.8,0,NA
2024-05-01T06:50:00Z,01.05.24,06:50:00,OYA_1193 05-2024.xlsx,15.3,77.4,2.8,65.1,0.303,7.5,74.1,0,NA
2024-05-01T07:00:00Z,01.05.24,07:00:00,OYA_1193 05-2024.xlsx,15.3,76.9,2.56,55.8,0.31,8.31,73.4,0,NA
2024-05-01T07:10:00Z,01.05.24,07:10:00,OYA_1193 05-2024.xlsx,15.3,76.9,2.25,67.5,0.233,7.95,73.6,0,NA
2024-05-01T07:20:00Z,01.05.24,07:20:00,OYA_1193 05-2024.xlsx,15.5,76,2.06,70.7,0.153,6.11,73.5,0,NA
2024-05-01T07:30:00Z,01.05.24,07:30:00,OYA_1193 05-2024.xlsx,15.4,75.5,2.24,57.9,0.277,7.06,74.1,0,NA
2024-05-01T07:40:00Z,01.05.24,07:40:00,OYA_1193 05-2024.xlsx,15.3,75.5,2.2,63.4,0.195,9.82,74.7,0,NA
2024-05-01T07:50:00Z,01.05.24,07:50:00,OYA_1193 05-2024.xlsx,15.1,75.6,2.54,78.6,0.19,4.39,75.3,0,NA
2024-05-01T08:00:00Z,01.05.24,08:00:00,OYA_1193 05-2024.xlsx,15,75.7,2.21,80.8,0.146,5.76,75.5,0,NA
2024-05-01T08:10:00Z,01.05.24,08:10:00,OYA_1193 05-2024.xlsx,14.7,76.1,2.08,83.5,0.123,5.49,76.1,0,NA
2024-05-01T08:20:00Z,01.05.24,08:20:00,OYA_1193 05-2024.xlsx,14.6,76.7,2.04,84.5,0.112,6,77.2,0,NA
2024-05-01T08:30:00Z,01.05.24,08:30:00,OYA_1193 05-2024.xlsx,14.5,77.3,2.17,80.2,0.16,5.79,78.6,0,NA
2024-05-01T08:40:00Z,01.05.24,08:40:00,OYA_1193 05-2024.xlsx,14.5,77.4,2.32,75.9,0.145,5.88,79.6,0,NA
2024-05-01T08:50:00Z,01.05.24,08:50:00,OYA_1193 05-2024.xlsx,14.4,77.6,2.01,71.9,0.38,6.82,79.8,0,NA
2024-05-01T09:00:00Z,01.05.24,09:00:00,OYA_1193 05-2024.xlsx,14.3,78,1.24,63.1,0.073,7.6,79.4,0,NA
2024-05-01T09:10:00Z,01.05.24,09:10:00,OYA_1193 05-2024.xlsx,14.4,78.8,0.721,76.4,0.196,9.38,80.5,0,NA
2024-05-01T09:20:00Z,01.05.24,09:20:00,OYA_1193 05-2024.xlsx,14.8,78.4,1.75,84.2,0.41,10,83.1,0,NA
2024-05-01T09:30:00Z,01.05.24,09:30:00,OYA_1193 05-2024.xlsx,15,78,2.42,101,0.173,1.87,85.2,0,NA
2024-05-01T09:40:00Z,01.05.24,09:40:00,OYA_1193 05-2024.xlsx,14.9,77.4,2.44,85.6,0.383,8.06,86.2,0,NA
2024-05-01T09:50:00Z,01.05.24,09:50:00,OYA_1193 05-2024.xlsx,14.8,77.5,2.84,82.1,0.426,10.3,86.5,0,NA
2024-05-01T10:00:00Z,01.05.24,10:00:00,OYA_1193 05-2024.xlsx,14.6,77.7,3.17,87.9,0.204,5.3,86.2,0,NA
2024-05-01T10:10:00Z,01.05.24,10:10:00,OYA_1193 05-2024.xlsx,14.6,78.1,2.95,85.4,0.29,5.94,85.6,0,NA
2024-05-01T10:20:00Z,01.05.24,10:20:00,OYA_1193 05-2024.xlsx,14.7,78,2.26,69.8,0.247,4.98,85.3,0,NA
2024-05-01T10:30:00Z,01.05.24,10:30:00,OYA_1193 05-2024.xlsx,14.5,77.6,1.96,66.2,0.109,7.36,85.3,0,NA
2024-05-01T10:40:00Z,01.05.24,10:40:00,OYA_1193 05-2024.xlsx,14.3,78.4,2.21,54.7,0.253,6.76,86.4,0,NA
2024-05-01T10:50:00Z,01.05.24,10:50:00,OYA_1193 05-2024.xlsx,14.5,78.8,2.24,46.6,0.203,12.4,88,0,NA
2024-05-01T11:00:00Z,01.05.24,11:00:00,OYA_1193 05-2024.xlsx,14.6,78.7,2.49,43,0.302,9.65,88.6,0,NA
2024-05-01T11:10:00Z,01.05.24,11:10:00,OYA_1193 05-2024.xlsx,14.6,79,2.24,42.7,0.463,8.24,88.7,0,NA
2024-05-01T11:20:00Z,01.05.24,11:20:00,OYA_1193 05-2024.xlsx,14.8,79.2,2.57,44,0.221,8.59,89.1,0,NA
2024-05-01T11:30:00Z,01.05.24,11:30:00,OYA_1193 05-2024.xlsx,15.1,79,2.25,38.8,0.325,8.9,88.8,0,NA
2024-05-01T11:40:00Z,01.05.24,11:40:00,OYA_1193 05-2024.xlsx,15.6,78.8,1.89,32.2,0.314,9.42,88.9,0,NA
2024-05-01T11:50:00Z,01.05.24,11:50:00,OYA_1193 05-2024.xlsx,16.1,77.8,1.49,26.3,0.212,9.25,88.8,0,NA
2024-05-01T12:00:00Z,01.05.24,12:00:00,OYA_1193 05-2024.xlsx,16.8,76.5,1.61,44.2,0.272,12,87.8,0,NA
2024-05-01T12:10:00Z,01.05.24,12:10:00,OYA_1193 05-2024.xlsx,17.4,74.1,1.82,50.9,0.304,14.9,85.5,0,NA
2024-05-01T12:20:00Z,01.05.24,12:20:00,OYA_1193 05-2024.xlsx,17.7,71.8,2.16,69.8,0.311,9.75,82.9,0,NA
2024-05-01T12:30:00Z,01.05.24,12:30:00,OYA_1193 05-2024.xlsx,17.9,70.6,2.19,61.6,0.326,9.9,79.8,0,NA
2024-05-01T12:40:00Z,01.05.24,12:40:00,OYA_1193 05-2024.xlsx,18.3,69.1,2.48,52.8,0.417,16,75.6,0,NA
2024-05-01T12:50:00Z,01.05.24,12:50:00,OYA_1193 05-2024.xlsx,18.9,66.6,2.53,43.5,0.472,16.1,69,0,NA
2024-05-01T13:00:00Z,01.05.24,13:00:00,OYA_1193 05-2024.xlsx,19.2,63.1,2.55,70.4,0.4,10.9,57,0,NA
2024-05-01T13:10:00Z,01.05.24,13:10:00,OYA_1193 05-2024.xlsx,19.7,60.5,2.26,68.5,0.519,16.7,36.1,0,NA
2024-05-01T13:20:00Z,01.05.24,13:20:00,OYA_1193 05-2024.xlsx,20.3,57,2.63,80.8,0.51,15.3,17,0,NA
2024-05-01T13:30:00Z,01.05.24,13:30:00,OYA_1193 05-2024.xlsx,20.6,54.5,2.59,83.8,0.584,16.9,5.92,0,NA
2024-05-01T13:40:00Z,01.05.24,13:40:00,OYA_1193 05-2024.xlsx,21.1,51.9,2.46,83.8,0.518,14.7,1.93,0,NA
2024-05-01T13:50:00Z,01.05.24,13:50:00,OYA_1193 05-2024.xlsx,21.8,48.8,2.39,90.6,0.658,15.5,0.61,0,NA
2024-05-01T14:00:00Z,01.05.24,14:00:00,OYA_1193 05-2024.xlsx,22.4,46.2,2.33,82.9,0.637,35.4,0.155,0,NA
2024-05-01T14:10:00Z,01.05.24,14:10:00,OYA_1193 05-2024.xlsx,23,44.5,1.63,92.2,0.736,43.2,0.002,0,NA
2024-05-01T14:20:00Z,01.05.24,14:20:00,OYA_1193 05-2024.xlsx,23.6,42.8,1.68,94.7,0.65,38.6,0,0,NA
2024-05-01T14:30:00Z,01.05.24,14:30:00,OYA_1193 05-2024.xlsx,24.1,41.7,1.33,72.4,0.776,73.4,0,0,NA
2024-05-01T14:40:00Z,01.05.24,14:40:00,OYA_1193 05-2024.xlsx,25,38.9,1.56,60.1,0.68,44.7,0,0,NA
2024-05-01T14:50:00Z,01.05.24,14:50:00,OYA_1193 05-2024.xlsx,24.7,41.1,1.79,215,0.641,67.1,0,0,NA
2024-05-01T15:00:00Z,01.05.24,15:00:00,OYA_1193 05-2024.xlsx,23.7,46,1.97,233,0.44,30.4,0,0,NA
2024-05-01T15:10:00Z,01.05.24,15:10:00,OYA_1193 05-2024.xlsx,23.3,47.2,2.91,230,0.734,17.6,0,0,NA
2024-05-01T15:20:00Z,01.05.24,15:20:00,OYA_1193 05-2024.xlsx,22.3,51,2.04,221,0.488,23.5,0,0,NA
2024-05-01T15:30:00Z,01.05.24,15:30:00,OYA_1193 05-2024.xlsx,22.3,51.9,2.4,217,0.5,17.4,0,0,NA
2024-05-01T15:40:00Z,01.05.24,15:40:00,OYA_1193 05-2024.xlsx,22.4,51.6,2.51,221,0.566,17.8,0,0,NA
2024-05-01T15:50:00Z,01.05.24,15:50:00,OYA_1193 05-2024.xlsx,22.5,51.9,2,230,0.432,19.7,0,0,NA
2024-05-01T16:00:00Z,01.05.24,16:00:00,OYA_1193 05-2024.xlsx,23.1,49.6,2.17,234,0.622,20.3,0,0,NA
2024-05-01T16:10:00Z,01.05.24,16:10:00,OYA_1193 05-2024.xlsx,23.5,47.5,3.49,216,0.978,17.5,0,0,NA
2024-05-01T16:20:00Z,01.05.24,16:20:00,OYA_1193 05-2024.xlsx,22.4,50.1,3.33,223,0.672,16.1,0,0,NA
2024-05-01T16:30:00Z,01.05.24,16:30:00,OYA_1193 05-2024.xlsx,22,53.1,2.24,226,0.502,26.8,0,0,NA
2024-05-01T16:40:00Z,01.05.24,16:40:00,OYA_1193 05-2024.xlsx,22.7,51.2,2.64,215,0.56,21.3,0,0,NA
2024-05-01T16:50:00Z,01.05.24,16:50:00,OYA_1193 05-2024.xlsx,22.9,50.4,2.28,222,0.522,23.8,0,0,NA
2024-05-01T17:00:00Z,01.05.24,17:00:00,OYA_1193 05-2024.xlsx,23.1,49.1,2.79,238,0.672,23.4,0,0,NA
2024-05-01T17:10:00Z,01.05.24,17:10:00,OYA_1193 05-2024.xlsx,22.7,49.8,3.65,229,0.757,12.9,0,0,NA
2024-05-01T17:20:00Z,01.05.24,17:20:00,OYA_1193 05-2024.xlsx,21.9,53,3.18,233,0.552,16.6,0,0,NA
2024-05-01T17:30:00Z,01.05.24,17:30:00,OYA_1193 05-2024.xlsx,22.4,52.6,3.24,228,0.581,14.5,0,0,NA
2024-05-01T17:40:00Z,01.05.24,17:40:00,OYA_1193 05-2024.xlsx,22.8,50.8,3.79,223,0.656,19.5,0,0,NA
2024-05-01T17:50:00Z,01.05.24,17:50:00,OYA_1193 05-2024.xlsx,22.1,52.6,3.87,219,0.711,17.4,0,0,NA
2024-05-01T18:00:00Z,01.05.24,18:00:00,OYA_1193 05-2024.xlsx,21.6,54.8,3.55,216,0.593,17.5,0,0,NA
2024-05-01T18:10:00Z,01.05.24,18:10:00,OYA_1193 05-2024.xlsx,21.5,55.3,3.05,234,0.67,16.9,0,0,NA
2024-05-01T18:20:00Z,01.05.24,18:20:00,OYA_1193 05-2024.xlsx,21.9,54.3,3.26,234,0.609,14.8,0,0,NA
2024-05-01T18:30:00Z,01.05.24,18:30:00,OYA_1193 05-2024.xlsx,21.9,53.7,3.84,225,0.707,12.2,0,0,NA
2024-05-01T18:40:00Z,01.05.24,18:40:00,OYA_1193 05-2024.xlsx,21.5,54.8,4.14,240,0.595,14.3,0,0,NA
2024-05-01T18:50:00Z,01.05.24,18:50:00,OYA_1193 05-2024.xlsx,20.6,57.1,3.98,234,0.585,12.6,0.047,0,NA
2024-05-01T19:00:00Z,01.05.24,19:00:00,OYA_1193 05-2024.xlsx,20,59.8,4.04,227,0.555,11.7,0.118,0,NA
2024-05-01T19:10:00Z,01.05.24,19:10:00,OYA_1193 05-2024.xlsx,19.9,61,3.94,235,0.629,14.7,0.167,0,NA
2024-05-01T19:20:00Z,01.05.24,19:20:00,OYA_1193 05-2024.xlsx,19.7,61.4,3.84,232,0.593,15.5,0.202,0,NA
2024-05-01T19:30:00Z,01.05.24,19:30:00,OYA_1193 05-2024.xlsx,19.7,61.9,4.12,228,0.609,18.1,0.223,0,NA
2024-05-01T19:40:00Z,01.05.24,19:40:00,OYA_1193 05-2024.xlsx,19.3,63,3.78,220,0.624,14.9,0.249,0,NA
2024-05-01T19:50:00Z,01.05.24,19:50:00,OYA_1193 05-2024.xlsx,19.3,63.2,3.32,236,0.494,18.1,0.26,0,NA
2024-05-01T20:00:00Z,01.05.24,20:00:00,OYA_1193 05-2024.xlsx,19.1,63.9,3.75,230,0.611,12.5,0.267,0,NA
2024-05-01T20:10:00Z,01.05.24,20:10:00,OYA_1193 05-2024.xlsx,18.9,64,4.07,237,0.592,13.4,0.298,0,NA
2024-05-01T20:20:00Z,01.05.24,20:20:00,OYA_1193 05-2024.xlsx,18,66,3.84,244,0.55,11.4,0.384,0,NA
2024-05-01T20:30:00Z,01.05.24,20:30:00,OYA_1193 05-2024.xlsx,17.9,67.9,3.22,234,0.433,15.5,0.461,0,NA
2024-05-01T20:40:00Z,01.05.24,20:40:00,OYA_1193 05-2024.xlsx,17.6,68.8,3.59,231,0.572,15.5,0.514,0,NA
2024-05-01T20:50:00Z,01.05.24,20:50:00,OYA_1193 05-2024.xlsx,17.1,70.3,2.99,228,0.467,12.4,0.601,0,NA
2024-05-01T21:00:00Z,01.05.24,21:00:00,OYA_1193 05-2024.xlsx,16.7,72.1,3.43,222,0.466,10.5,0.707,0,NA
2024-05-01T21:10:00Z,01.05.24,21:10:00,OYA_1193 05-2024.xlsx,16.3,73.9,2.93,222,0.654,13.6,0.858,0,NA
2024-05-01T21:20:00Z,01.05.24,21:20:00,OYA_1193 05-2024.xlsx,16.4,75,2.32,237,0.391,12.8,0.966,0,NA
2024-05-01T21:30:00Z,01.05.24,21:30:00,OYA_1193 05-2024.xlsx,16.9,74.8,2.68,248,0.416,10.9,0.988,0,NA
2024-05-01T21:40:00Z,01.05.24,21:40:00,OYA_1193 05-2024.xlsx,17.1,73.5,2.84,245,0.363,11.4,1.04,0,NA
2024-05-01T21:50:00Z,01.05.24,21:50:00,OYA_1193 05-2024.xlsx,17.1,72.1,2.83,232,0.477,13.8,1.15,0,NA
2024-05-01T22:00:00Z,01.05.24,22:00:00,OYA_1193 05-2024.xlsx,16.2,72.5,2.15,235,0.33,10.3,1.51,0,NA
2024-05-01T22:10:00Z,01.05.24,22:10:00,OYA_1193 05-2024.xlsx,15.7,75,1.85,250,0.218,9.48,2.15,0,NA
2024-05-01T22:20:00Z,01.05.24,22:20:00,OYA_1193 05-2024.xlsx,15.6,76.1,2.16,247,0.316,10,2.97,0,NA
2024-05-01T22:30:00Z,01.05.24,22:30:00,OYA_1193 05-2024.xlsx,15.3,76.8,1.76,238,0.283,10.1,4.18,0,NA
2024-05-01T22:40:00Z,01.05.24,22:40:00,OYA_1193 05-2024.xlsx,15.1,77.8,1.73,241,0.334,12,5.78,0,NA
2024-05-01T22:50:00Z,01.05.24,22:50:00,OYA_1193 05-2024.xlsx,15.4,77.8,1.54,234,0.266,11.5,6.81,0,NA
2024-05-01T23:00:00Z,01.05.24,23:00:00,OYA_1193 05-2024.xlsx,15.7,76.8,2.05,235,0.336,12,7.47,0,NA
2024-05-01T23:10:00Z,01.05.24,23:10:00,OYA_1193 05-2024.xlsx,15.6,75.9,2.32,237,0.335,10.4,7.98,0,NA
2024-05-01T23:20:00Z,01.05.24,23:20:00,OYA_1193 05-2024.xlsx,15.4,75.9,2.08,252,0.265,11,8.5,0,NA
2024-05-01T23:30:00Z,01.05.24,23:30:00,OYA_1193 05-2024.xlsx,15.4,75.8,2.07,244,0.296,9.63,9.17,0,NA
2024-05-01T23:40:00Z,01.05.24,23:40:00,OYA_1193 05-2024.xlsx,15.3,75.9,1.92,247,0.328,10.3,9.78,0,NA
2024-05-01T23:50:00Z,01.05.24,23:50:00,OYA_1193 05-2024.xlsx,15.3,75.6,0.822,248,0.379,28.9,10.2,0,NA
2024-05-02T00:00:00Z,02.05.24,00:00:00,OYA_1193 05-2024.xlsx,15.1,75.7,0.395,355,0.081,25.5,10.6,0,NA
2024-05-02T00:10:00Z,02.05.24,00:10:00,OYA_1193 05-2024.xlsx,15.1,75.9,0.361,7.88,0.037,0,12.4,0,NA
2024-05-02T00:20:00Z,02.05.24,00:20:00,OYA_1193 05-2024.xlsx,15.1,76,0.413,355,0.083,20.1,14.3,0,NA
