datetime,date,time,luft_temperatur_c,luft_feuchte_percent,luft_druck_h_pa,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,strahlung_global_w_m2,boden_temperatur_50cm_c,niederschlag_ja_nein_ja_nein,umwelt_blatt_feuchte_percent,strahlung_sichtweite_m,boden_feuchte_10cm_percent,boden_temperatur_10cm_c,boden_feuchte_20cm_percent,boden_temperatur_20cm_c,archivo_origen,stromversorgung_spannung_batterie_v,niederschlag_nebelwasser_mm,niederschlag_tauwasser_mm,oberflaeche_temperatur_c,niederschlag_nebelwasser_ml,niederschlag_tauwasser_ml
2024-01-01T00:00:00Z,01.01.24,00:00:00,18.9,48.4,880,5.295,263,0.4575,7.095000000000001,-2.51,25.5,1,1.16,0.367,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,18.4,0,0
2024-01-01T00:10:00Z,01.01.24,00:10:00,19.1,48.3,881,5,273,0.5609999999999999,6.785,-2.57,25.5,1,1.01,0.367,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,18.549999999999997,0,0
2024-01-01T00:20:00Z,01.01.24,00:20:00,18.7,54.5,881,3.53,317.5,0.769,19.7,-2.82,25.5,1,0.981,0.365,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,17.950000000000003,0,0
2024-01-01T00:30:00Z,01.01.24,00:30:00,18.8,54.5,881,3.2800000000000002,315,0.9375,24.85,-2.7,25.5,1,1.01,0.368,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,17.9,0,0
2024-01-01T00:40:00Z,01.01.24,00:40:00,17.5,64.4,881,2,339,0.481,20,-2.94,25.5,1,1.18,0.367,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.700000000000003,0,0
2024-01-01T00:50:00Z,01.01.24,00:50:00,16.7,68.6,881,2.0100000000000002,346.5,0.516,18.2,-2.64,25.5,1,1.52,0.37,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.15,0,0
2024-01-01T01:00:00Z,01.01.24,01:00:00,16.6,69.4,882,1.24,344.5,0.394,24.65,-2.58,25.5,1,1.83,0.37,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.850000000000001,0,0
2024-01-01T01:10:00Z,01.01.24,01:10:00,17.5,61.3,882,1.7149999999999999,294,0.518,17.45,-2.47,25.5,1,1.97,0.37,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16,0,0
2024-01-01T01:20:00Z,01.01.24,01:20:00,18.2,51.3,882,1.78,303,0.288,12.3,-2.69,25.5,1,1.92,0.369,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.15,0,0
2024-01-01T01:30:00Z,01.01.24,01:30:00,18.4,53.2,882,1.48,9.075,0.3425,26.75,-2.85,25.5,1,1.86,0.369,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.25,0,0
2024-01-01T01:40:00Z,01.01.24,01:40:00,18.3,57.3,882,2.0149999999999997,30.4,0.651,16.35,-2.83,25.5,1,1.99,0.37,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.2,0,0
2024-01-01T01:50:00Z,01.01.24,01:50:00,17,66.1,882,2.705,15.2,0.27,16.03,-2.65,25.5,1,2.48,0.369,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.8,0,0
2024-01-01T02:00:00Z,01.01.24,02:00:00,16.2,69.9,882,2.915,24.75,0.27,13.67,-2.54,25.5,1,2.97,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.4,0,0
2024-01-01T02:10:00Z,01.01.24,02:10:00,16.5,69,882,2.32,353.5,0.3595,16.15,-2.31,25.5,1,3.28,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.5,0,0
2024-01-01T02:20:00Z,01.01.24,02:20:00,16.7,66.4,882,2.4400000000000004,38.65,0.21000000000000002,16.21,-2.74,25.5,1,3.32,0.372,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.45,0,0
2024-01-01T02:30:00Z,01.01.24,02:30:00,16,70.6,882,2.9850000000000003,26.049999999999997,0.314,16.115,-2.49,25.5,1,4.01,0.372,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.05,0,0
2024-01-01T02:40:00Z,01.01.24,02:40:00,16.1,70,882,2.68,8.305,0.30600000000000005,19.45,-2.37,25.5,1,4.34,0.372,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.15,0,0
2024-01-01T02:50:00Z,01.01.24,02:50:00,16.4,67.1,882,2.885,354,0.363,12.3,-2.43,25.5,1,4.43,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.3,0,0
2024-01-01T03:00:00Z,01.01.24,03:00:00,16.7,63.3,882,2.71,347.5,0.472,11.55,-2.58,25.5,1,4.21,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.5,0,0
2024-01-01T03:10:00Z,01.01.24,03:10:00,17.6,53.4,882,2.285,340.5,0.46950000000000003,13.15,-2.62,25.5,1,3.57,0.372,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.899999999999999,0,0
2024-01-01T03:20:00Z,01.01.24,03:20:00,18.3,44.1,882,2.285,356,0.5085000000000001,21.65,-2.87,25.5,1,2.7,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.2,0,0
2024-01-01T03:30:00Z,01.01.24,03:30:00,18.8,41.3,882,1.7850000000000001,357,0.48250000000000004,27.85,-2.91,25.5,1,2.03,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.5,0,0
2024-01-01T03:40:00Z,01.01.24,03:40:00,18.9,42.1,882,1.325,354.5,0.59,39.8,-2.94,25.5,1,1.74,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.5,0,0
2024-01-01T03:50:00Z,01.01.24,03:50:00,19.3,41.9,882,1.86,325.5,0.522,13.95,-2.92,25.5,1,1.64,0.368,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.799999999999997,0,0
2024-01-01T04:00:00Z,01.01.24,04:00:00,19.4,44.8,882,1.78,350,0.5545,26.35,-3.05,25.5,1,1.52,0.369,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,17,0,0
2024-01-01T04:10:00Z,01.01.24,04:10:00,18.3,51.9,882,2.21,358.5,0.604,21.5,-2.9,25.5,1,1.56,0.37,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.35,0,0
2024-01-01T04:20:00Z,01.01.24,04:20:00,17.8,55,882,2.505,180.2565,0.4545,21.65,-2.8,25.5,1,1.69,0.37,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.15,0,0
2024-01-01T04:30:00Z,01.01.24,04:30:00,17.3,56.6,882,2.9050000000000002,2.945,0.3115,14.8,-2.67,25.5,1,1.79,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.7,0,0
2024-01-01T04:40:00Z,01.01.24,04:40:00,17.4,55.7,882,2.205,354,0.4355,14.05,-2.67,25.5,1,1.86,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.8,0,0
2024-01-01T04:50:00Z,01.01.24,04:50:00,17.6,53.8,882,2.065,7.635,0.33499999999999996,24.7,-2.8,25.5,1,1.86,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.600000000000001,0,0
2024-01-01T05:00:00Z,01.01.24,05:00:00,16.6,59.5,882,1.915,62,0.22499999999999998,11.65,-2.95,25.5,1,1.94,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15,0,0
2024-01-01T05:10:00Z,01.01.24,05:10:00,16.1,61.9,881,2.48,35.25,0.242,13.73,-2.52,25.5,1,2.26,0.371,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.8,0,0
2024-01-01T05:20:00Z,01.01.24,05:20:00,16.4,61.4,881,2.3899999999999997,31.6,0.2145,14.265,-2.47,25.5,1,2.61,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.75,0,0
2024-01-01T05:30:00Z,01.01.24,05:30:00,16.6,59.5,881,2.42,34.1,0.2165,14.925,-2.5,25.5,1,2.79,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.7,0,0
2024-01-01T05:40:00Z,01.01.24,05:40:00,16.7,58.7,881,2.75,29.45,0.1935,11.485,-2.53,25.5,1,2.9,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.85,0,0
2024-01-01T05:50:00Z,01.01.24,05:50:00,16.7,57.6,881,2.295,11.15,0.35250000000000004,13.795,-2.55,25.5,1,2.87,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.85,0,0
2024-01-01T06:00:00Z,01.01.24,06:00:00,17.1,55.4,881,2.0250000000000004,180.095,0.2365,12.975000000000001,-2.53,25.5,1,2.77,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15,0,0
2024-01-01T06:10:00Z,01.01.24,06:10:00,17,56.6,881,2.8899999999999997,26.4,0.3055,15.254999999999999,-2.58,25.5,1,2.72,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.05,0,0
2024-01-01T06:20:00Z,01.01.24,06:20:00,16.7,57.8,881,2.965,36.400000000000006,0.14100000000000001,12.075000000000001,-2.63,25.5,1,2.7,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.899999999999999,0,0
2024-01-01T06:30:00Z,01.01.24,06:30:00,16.3,59.9,881,2.96,34.1,0.173,11.5,-2.58,25.5,1,2.73,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.75,0,0
2024-01-01T06:40:00Z,01.01.24,06:40:00,16.3,60.5,880,3.0599999999999996,19.15,0.182,9.815,-2.48,25.5,1,2.8,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.7,0,0
2024-01-01T06:50:00Z,01.01.24,06:50:00,16.4,59.7,880,3.045,24.7,0.126,11.325000000000001,-2.46,25.5,1,2.8,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.75,0,0
2024-01-01T07:00:00Z,01.01.24,07:00:00,16.5,58.8,880,2.9699999999999998,16.15,0.1015,8.635,-2.47,25.5,1,2.74,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.8,0,0
2024-01-01T07:10:00Z,01.01.24,07:10:00,16.6,58.4,880,3.01,19.6,0.1375,9.68,-2.49,25.5,1,2.7,0.376,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.8,0,0
2024-01-01T07:20:00Z,01.01.24,07:20:00,16.6,58.1,880,3.12,14.45,0.16249999999999998,8.605,-2.49,25.5,1,2.67,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.8,0,0
2024-01-01T07:30:00Z,01.01.24,07:30:00,16.7,57.5,880,2.965,15.5,0.16949999999999998,8.01,-2.53,25.5,1,2.61,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.899999999999999,0,0
2024-01-01T07:40:00Z,01.01.24,07:40:00,16.6,57.1,880,2.81,27.4,0.1925,11.575,-2.52,25.5,1,2.56,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.8,0,0
2024-01-01T07:50:00Z,01.01.24,07:50:00,16.7,56.7,880,2.535,28.8,0.125,11.09,-2.55,25.5,1,2.54,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.7,0,0
2024-01-01T08:00:00Z,01.01.24,08:00:00,16.7,56.4,880,2.925,30.55,0.114,14.68,-2.56,25.5,1,2.56,0.376,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.65,0,0
2024-01-01T08:10:00Z,01.01.24,08:10:00,16.7,55.2,880,2.73,24.9,0.17149999999999999,12.68,-2.56,25.5,1,2.5,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.7,0,0
2024-01-01T08:20:00Z,01.01.24,08:20:00,16.5,56.2,880,2.675,22.35,0.1545,13.299999999999999,-2.58,25.5,1,2.46,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.55,0,0
2024-01-01T08:30:00Z,01.01.24,08:30:00,16.6,55.8,880,3.04,20.35,0.183,9.825,-2.51,25.5,1,2.45,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.55,0,0
2024-01-01T08:40:00Z,01.01.24,08:40:00,16.3,57,880,2.9299999999999997,19.65,0.173,10.45,-2.53,25.5,1,2.43,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.5,0,0
2024-01-01T08:50:00Z,01.01.24,08:50:00,16.3,58.9,880,2.77,15.850000000000001,0.202,9.780000000000001,-2.5,25.5,1,2.48,0.376,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.45,0,0
2024-01-01T09:00:00Z,01.01.24,09:00:00,16.3,58.9,880,2.83,23.5,0.14550000000000002,10.35,-2.51,25.5,1,2.58,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.35,0,0
2024-01-01T09:10:00Z,01.01.24,09:10:00,16.3,58.8,880,1.5899999999999999,180.915,0.8875,43.3,-2.78,25.5,1,2.6,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.2,0,0
2024-01-01T09:20:00Z,01.01.24,09:20:00,15.9,60.3,880,1.755,25.5,0.3615,14.17,-2.75,25.5,1,2.68,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,13.5,0,0
2024-01-01T09:30:00Z,01.01.24,09:30:00,15.8,61.7,880,2.1849999999999996,35.65,0.149,12.015,-2.49,25.5,1,3.07,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,13.45,0,0
2024-01-01T09:40:00Z,01.01.24,09:40:00,15.6,62.3,880,2.0949999999999998,34.5,0.1155,11.05,-2.5,25.5,1,3.38,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,13.45,0,0
2024-01-01T09:50:00Z,01.01.24,09:50:00,15.5,62.6,880,1.945,23.75,0.16899999999999998,18.2,-2.33,25.5,1,3.62,0.373,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,13.3,0,0
2024-01-01T10:00:00Z,01.01.24,10:00:00,15.7,61.5,880,1.182,330.5,0.2615,15.65,-1.08,25.5,1,3.68,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,13.100000000000001,0,0
2024-01-01T10:10:00Z,01.01.24,10:10:00,15.6,59.8,880,0.746,290,0.2505,25.4,0.973,25.5,1,3.8,0.377,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,12.75,0,0
2024-01-01T10:20:00Z,01.01.24,10:20:00,15.7,58.6,880,0.9215,251.5,0.1525,13.165000000000001,7.7,25.5,1,4.08,0.375,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,12.85,0,0
2024-01-01T10:30:00Z,01.01.24,10:30:00,16.3,56.9,880,0.5705,31.15,0.3335,56.5,19.7,25.5,1,4.38,0.376,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,13.15,0,0
2024-01-01T10:40:00Z,01.01.24,10:40:00,17.6,53.1,880,0.874,57.75,0.2295,9.19,34.4,25.6,1,4.57,0.374,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,14.25,0,0
2024-01-01T10:50:00Z,01.01.24,10:50:00,18.8,49.9,880,0.47250000000000003,160,0.346,46.25,50.7,25.6,1,4.85,0.372,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,15.35,0,0
2024-01-01T11:00:00Z,01.01.24,11:00:00,19,49.6,881,1.0095,63.849999999999994,0.855,54.6,69.2,25.6,1,5.08,0.369,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.6,0,0
2024-01-01T11:10:00Z,01.01.24,11:10:00,17.5,56.8,881,2.91,34.75,0.3355,14.290000000000001,90.2,25.6,1,4.97,0.368,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.6,0,0
2024-01-01T11:20:00Z,01.01.24,11:20:00,16.4,63.2,881,3.16,31.1,0.2595,13.625,111,25.6,1,4.48,0.366,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,16.7,0,0
2024-01-01T11:30:00Z,01.01.24,11:30:00,16.5,64.7,881,2.8899999999999997,45.099999999999994,0.306,13.325,133,25.6,1,3.87,0.366,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,17.549999999999997,0,0
2024-01-01T11:40:00Z,01.01.24,11:40:00,17.4,60.4,881,2.715,43.849999999999994,0.312,15.85,155,25.6,1,3.29,0.363,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,18.8,0,0
2024-01-01T11:50:00Z,01.01.24,11:50:00,17.6,59.3,881,2.55,47.6,0.335,14.995,178,25.6,1,2.61,0.361,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,19.45,0,0
2024-01-01T12:00:00Z,01.01.24,12:00:00,18.2,57.6,881,2.23,45.7,0.392,18.669999999999998,201,25.6,1,2.15,0.358,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,20.450000000000003,0,0
2024-01-01T12:10:00Z,01.01.24,12:10:00,18.6,56,881,1.27,181.6,0.4765,24.85,224,25.6,1,1.66,0.356,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,21.299999999999997,0,0
2024-01-01T12:20:00Z,01.01.24,12:20:00,19.3,54,881,1.3900000000000001,17.419999999999998,0.5409999999999999,30.25,247,25.6,1,1.23,0.348,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,22.5,0,0
2024-01-01T12:30:00Z,01.01.24,12:30:00,19.6,54.3,881,1.71,27.5,0.3975,30.85,271,25.6,1,0.882,0.342,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,23.450000000000003,0,0
2024-01-01T12:40:00Z,01.01.24,12:40:00,19.7,54.3,881,0.879,183.35,0.377,47.6,293,25.6,1,0.615,0.339,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,23.95,0,0
2024-01-01T12:50:00Z,01.01.24,12:50:00,20.7,52.2,881,0.8465,269.5,0.481,50.55,315,25.6,1,0.428,0.334,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,24.9,0,0
2024-01-01T13:00:00Z,01.01.24,13:00:00,20.4,57.9,881,2.08,214,0.3445,18.65,339,25.6,1,0.283,0.328,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,25.049999999999997,0,0
2024-01-01T13:10:00Z,01.01.24,13:10:00,19.5,63.1,881,1.965,228.5,0.455,16.85,361,25.6,1,0.208,0.329,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,24.700000000000003,0,0
2024-01-01T13:20:00Z,01.01.24,13:20:00,19.5,64.4,881,2.36,218.5,0.5015,18.6,383,25.6,1,0.168,0.328,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,25.15,0,0
2024-01-01T13:30:00Z,01.01.24,13:30:00,19.3,65.7,881,2.895,218,0.546,16.45,404,25.6,1,0.151,0.327,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,25.450000000000003,0,0
2024-01-01T13:40:00Z,01.01.24,13:40:00,19.1,67.4,881,3.24,213.5,0.506,15,424,25.6,1,0.171,0.33,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,25.65,0,0
2024-01-01T13:50:00Z,01.01.24,13:50:00,19.1,67.9,881,2.395,216.5,0.41200000000000003,16.55,442,25.6,0,0.198,0.331,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.1,0,0
2024-01-01T14:00:00Z,01.01.24,14:00:00,19.5,66.9,881,2.52,220,0.5515,28.799999999999997,460,25.6,0,0.203,0.329,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.700000000000003,0,0
2024-01-01T14:10:00Z,01.01.24,14:10:00,19.9,65.3,881,3.215,215.5,0.5900000000000001,13.195,477,25.6,0,0.215,0.329,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.1,0,0
2024-01-01T14:20:00Z,01.01.24,14:20:00,19.8,65.7,881,3.1100000000000003,208.5,0.5960000000000001,18,493,25.6,0,0.249,0.329,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.65,0,0
2024-01-01T14:30:00Z,01.01.24,14:30:00,19.9,65.6,881,3.355,213,0.6245,14.799999999999999,508,25.6,0,0.236,0.33,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.5,0,0
2024-01-01T14:40:00Z,01.01.24,14:40:00,20,65.4,881,3.41,214,0.6355,15.55,522,25.6,0,0.223,0.329,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.65,0,0
2024-01-01T14:50:00Z,01.01.24,14:50:00,20.3,64.5,881,3.55,214,0.6885,16.85,535,25.6,0,0.201,0.329,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,28.3,0,0
2024-01-01T15:00:00Z,01.01.24,15:00:00,20.4,65,881,3.96,217,0.6335,14.350000000000001,548,25.6,0,0.191,0.331,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,28.25,0,0
2024-01-01T15:10:00Z,01.01.24,15:10:00,20.6,64,881,4.4,215,0.7715000000000001,18.45,559,25.6,0,0.181,0.332,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,28.450000000000003,0,0
2024-01-01T15:20:00Z,01.01.24,15:20:00,20.3,64.9,881,4.795,216.5,0.918,15,570,25.6,0,0.185,0.334,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,28.65,0,0
2024-01-01T15:30:00Z,01.01.24,15:30:00,20,66.2,881,5.484999999999999,213.5,0.9495,11.515,579,25.6,0,0.205,0.336,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.950000000000003,0,0
2024-01-01T15:40:00Z,01.01.24,15:40:00,19.6,67.8,881,5.115,219,0.74,15.850000000000001,587,25.6,0,0.242,0.338,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.55,0,0
2024-01-01T15:50:00Z,01.01.24,15:50:00,19.5,67.7,881,5.74,237,0.8240000000000001,13.799999999999999,595,25.6,0,0.278,0.339,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.8,0,0
2024-01-01T16:00:00Z,01.01.24,16:00:00,19.2,69.4,881,5.85,227,0.7805,14.399999999999999,602,25.6,0,0.32,0.341,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.8,0,0
2024-01-01T16:10:00Z,01.01.24,16:10:00,19.5,68.8,881,6.39,231,0.894,14.649999999999999,574,25.6,0,0.341,0.34,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27.05,0,0
2024-01-01T16:20:00Z,01.01.24,16:20:00,19.6,67.3,881,6.815,230,0.9765,12.835,612,25.6,0,0.319,0.343,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.65,0,0
2024-01-01T16:30:00Z,01.01.24,16:30:00,18.9,69.6,881,6.635,232.5,0.812,11.495,614,25.6,0,0.279,0.346,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.25,0,0
2024-01-01T16:40:00Z,01.01.24,16:40:00,19,69.2,880,6.96,232.5,0.872,10.46,601,25.6,0,0.305,0.348,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.6,0,0
2024-01-01T16:50:00Z,01.01.24,16:50:00,19.2,68.9,880,6.695,233.5,0.907,12.629999999999999,615,25.6,0,0.347,0.348,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.7,0,0
2024-01-01T17:00:00Z,01.01.24,17:00:00,19.3,68.4,880,6.9350000000000005,239.5,0.8705,12.145,598,25.6,0,0.388,0.35,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.75,0,0
2024-01-01T17:10:00Z,01.01.24,17:10:00,19.5,67.6,880,7.1850000000000005,229,0.988,10.22,617,25.6,0,0.42,0.351,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,27,0,0
2024-01-01T17:20:00Z,01.01.24,17:20:00,19.4,67.3,880,7.625,243.5,1.05,11.8,616,25.6,0,0.442,0.352,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.35,0,0
2024-01-01T17:30:00Z,01.01.24,17:30:00,19.3,68.2,880,7.245,235.5,0.996,10.725000000000001,612,25.6,0,0.474,0.35,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.65,0,0
2024-01-01T17:40:00Z,01.01.24,17:40:00,19.3,68.3,880,7.8,243,0.9205,10.29,584,25.6,0,0.489,0.353,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.6,0,0
2024-01-01T17:50:00Z,01.01.24,17:50:00,19.2,68.8,880,7.865,244.5,1.12,10.64,594,25.6,0,0.507,0.353,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.35,0,0
2024-01-01T18:00:00Z,01.01.24,18:00:00,19.1,68.6,880,8.290000000000001,239,0.933,12.55,597,25.6,0,0.525,0.352,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26,0,0
2024-01-01T18:10:00Z,01.01.24,18:10:00,19.1,69.3,880,8.094999999999999,243,1.039,12.8,588,25.6,0,0.544,0.351,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.05,0,0
2024-01-01T18:20:00Z,01.01.24,18:20:00,19.1,68.1,880,7.25,228.5,1.05,11.3,579,25.6,0,0.55,0.352,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.5,0,0
2024-01-01T18:30:00Z,01.01.24,18:30:00,18.7,69,880,7.49,232.5,0.796,10.485,570,25.6,0,0.557,0.351,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.1,0,0
2024-01-01T18:40:00Z,01.01.24,18:40:00,19.1,68.4,879,7.145,241,0.9645,9.47,559,25.6,0,0.567,0.354,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.450000000000003,0,0
2024-01-01T18:50:00Z,01.01.24,18:50:00,19,67.7,879,7.1899999999999995,238.5,0.977,11.445,547,25.6,0,0.561,0.35,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.15,0,0
2024-01-01T19:00:00Z,01.01.24,19:00:00,19.2,67.1,879,7.994999999999999,239,0.931,15.45,488,25.6,0,0.56,0.352,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.15,0,0
2024-01-01T19:10:00Z,01.01.24,19:10:00,19.6,65.9,879,8,241.5,1.0275,12.850000000000001,521,25.6,0,0.555,0.352,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,26.3,0,0
2024-01-01T19:20:00Z,01.01.24,19:20:00,19.2,66.3,879,8.34,245.5,1.0170000000000001,9.945,508,25.6,0,0.549,0.352,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,25.65,0,0
2024-01-01T19:30:00Z,01.01.24,19:30:00,18.5,68.7,879,8.195,247,0.8775,9.685,492,25.6,0,0.568,0.35,0,0,0,0,OYA_1211 01-2024.xlsx,NA,NA,NA,25.049999999999997,0,0
