datetime,date,time,archivo_origen,luft_temperatur_c,luft_feuchte_percent,wind_geschwindigkeit_m_s,wind_richtung,wind_geschwindigkeit_standardabweichung_m_s,wind_richtung_standardabweichung,umwelt_blatt_feuchte_percent,niederschlag_nebelwasser_ml
2024-08-01T00:00:00Z,01.08.24,00:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T00:10:00Z,01.08.24,00:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T00:20:00Z,01.08.24,00:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T00:30:00Z,01.08.24,00:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T00:40:00Z,01.08.24,00:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T00:50:00Z,01.08.24,00:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T01:00:00Z,01.08.24,01:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T01:10:00Z,01.08.24,01:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T01:20:00Z,01.08.24,01:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T01:30:00Z,01.08.24,01:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T01:40:00Z,01.08.24,01:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T01:50:00Z,01.08.24,01:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T02:00:00Z,01.08.24,02:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T02:10:00Z,01.08.24,02:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T02:20:00Z,01.08.24,02:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T02:30:00Z,01.08.24,02:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T02:40:00Z,01.08.24,02:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T02:50:00Z,01.08.24,02:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T03:00:00Z,01.08.24,03:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T03:10:00Z,01.08.24,03:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T03:20:00Z,01.08.24,03:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T03:30:00Z,01.08.24,03:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T03:40:00Z,01.08.24,03:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T03:50:00Z,01.08.24,03:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T04:00:00Z,01.08.24,04:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T04:10:00Z,01.08.24,04:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T04:20:00Z,01.08.24,04:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T04:30:00Z,01.08.24,04:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T04:40:00Z,01.08.24,04:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T04:50:00Z,01.08.24,04:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T05:00:00Z,01.08.24,05:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T05:10:00Z,01.08.24,05:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T05:20:00Z,01.08.24,05:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T05:30:00Z,01.08.24,05:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T05:40:00Z,01.08.24,05:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T05:50:00Z,01.08.24,05:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T06:00:00Z,01.08.24,06:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T06:10:00Z,01.08.24,06:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T06:20:00Z,01.08.24,06:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T06:30:00Z,01.08.24,06:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T06:40:00Z,01.08.24,06:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T06:50:00Z,01.08.24,06:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T07:00:00Z,01.08.24,07:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T07:10:00Z,01.08.24,07:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T07:20:00Z,01.08.24,07:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T07:30:00Z,01.08.24,07:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T07:40:00Z,01.08.24,07:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T07:50:00Z,01.08.24,07:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T08:00:00Z,01.08.24,08:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T08:10:00Z,01.08.24,08:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T08:20:00Z,01.08.24,08:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T08:30:00Z,01.08.24,08:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T08:40:00Z,01.08.24,08:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T08:50:00Z,01.08.24,08:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T09:00:00Z,01.08.24,09:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T09:10:00Z,01.08.24,09:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T09:20:00Z,01.08.24,09:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T09:30:00Z,01.08.24,09:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T09:40:00Z,01.08.24,09:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T09:50:00Z,01.08.24,09:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T10:00:00Z,01.08.24,10:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T10:10:00Z,01.08.24,10:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T10:20:00Z,01.08.24,10:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T10:30:00Z,01.08.24,10:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T10:40:00Z,01.08.24,10:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T10:50:00Z,01.08.24,10:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T11:00:00Z,01.08.24,11:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T11:10:00Z,01.08.24,11:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T11:20:00Z,01.08.24,11:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T11:30:00Z,01.08.24,11:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T11:40:00Z,01.08.24,11:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T11:50:00Z,01.08.24,11:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T12:00:00Z,01.08.24,12:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T12:10:00Z,01.08.24,12:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T12:20:00Z,01.08.24,12:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T12:30:00Z,01.08.24,12:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T12:40:00Z,01.08.24,12:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T12:50:00Z,01.08.24,12:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T13:00:00Z,01.08.24,13:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T13:10:00Z,01.08.24,13:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T13:20:00Z,01.08.24,13:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T13:30:00Z,01.08.24,13:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T13:40:00Z,01.08.24,13:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T13:50:00Z,01.08.24,13:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T14:00:00Z,01.08.24,14:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T14:10:00Z,01.08.24,14:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T14:20:00Z,01.08.24,14:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T14:30:00Z,01.08.24,14:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T14:40:00Z,01.08.24,14:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T14:50:00Z,01.08.24,14:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T15:00:00Z,01.08.24,15:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T15:10:00Z,01.08.24,15:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T15:20:00Z,01.08.24,15:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T15:30:00Z,01.08.24,15:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T15:40:00Z,01.08.24,15:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T15:50:00Z,01.08.24,15:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T16:00:00Z,01.08.24,16:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T16:10:00Z,01.08.24,16:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T16:20:00Z,01.08.24,16:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T16:30:00Z,01.08.24,16:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T16:40:00Z,01.08.24,16:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T16:50:00Z,01.08.24,16:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T17:00:00Z,01.08.24,17:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T17:10:00Z,01.08.24,17:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T17:20:00Z,01.08.24,17:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T17:30:00Z,01.08.24,17:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T17:40:00Z,01.08.24,17:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T17:50:00Z,01.08.24,17:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T18:00:00Z,01.08.24,18:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T18:10:00Z,01.08.24,18:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T18:20:00Z,01.08.24,18:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T18:30:00Z,01.08.24,18:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T18:40:00Z,01.08.24,18:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T18:50:00Z,01.08.24,18:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T19:00:00Z,01.08.24,19:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T19:10:00Z,01.08.24,19:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T19:20:00Z,01.08.24,19:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T19:30:00Z,01.08.24,19:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T19:40:00Z,01.08.24,19:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T19:50:00Z,01.08.24,19:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T20:00:00Z,01.08.24,20:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T20:10:00Z,01.08.24,20:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T20:20:00Z,01.08.24,20:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T20:30:00Z,01.08.24,20:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T20:40:00Z,01.08.24,20:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T20:50:00Z,01.08.24,20:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T21:00:00Z,01.08.24,21:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T21:10:00Z,01.08.24,21:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T21:20:00Z,01.08.24,21:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T21:30:00Z,01.08.24,21:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T21:40:00Z,01.08.24,21:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T21:50:00Z,01.08.24,21:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T22:00:00Z,01.08.24,22:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T22:10:00Z,01.08.24,22:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T22:20:00Z,01.08.24,22:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T22:30:00Z,01.08.24,22:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T22:40:00Z,01.08.24,22:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T22:50:00Z,01.08.24,22:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T23:00:00Z,01.08.24,23:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T23:10:00Z,01.08.24,23:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T23:20:00Z,01.08.24,23:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T23:30:00Z,01.08.24,23:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T23:40:00Z,01.08.24,23:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-01T23:50:00Z,01.08.24,23:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T00:00:00Z,02.08.24,00:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T00:10:00Z,02.08.24,00:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T00:20:00Z,02.08.24,00:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T00:30:00Z,02.08.24,00:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T00:40:00Z,02.08.24,00:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T00:50:00Z,02.08.24,00:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T01:00:00Z,02.08.24,01:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T01:10:00Z,02.08.24,01:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T01:20:00Z,02.08.24,01:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T01:30:00Z,02.08.24,01:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T01:40:00Z,02.08.24,01:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T01:50:00Z,02.08.24,01:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T02:00:00Z,02.08.24,02:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T02:10:00Z,02.08.24,02:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T02:20:00Z,02.08.24,02:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T02:30:00Z,02.08.24,02:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T02:40:00Z,02.08.24,02:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T02:50:00Z,02.08.24,02:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T03:00:00Z,02.08.24,03:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T03:10:00Z,02.08.24,03:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T03:20:00Z,02.08.24,03:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T03:30:00Z,02.08.24,03:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T03:40:00Z,02.08.24,03:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T03:50:00Z,02.08.24,03:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T04:00:00Z,02.08.24,04:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T04:10:00Z,02.08.24,04:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T04:20:00Z,02.08.24,04:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T04:30:00Z,02.08.24,04:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T04:40:00Z,02.08.24,04:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T04:50:00Z,02.08.24,04:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T05:00:00Z,02.08.24,05:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T05:10:00Z,02.08.24,05:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T05:20:00Z,02.08.24,05:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T05:30:00Z,02.08.24,05:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T05:40:00Z,02.08.24,05:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T05:50:00Z,02.08.24,05:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T06:00:00Z,02.08.24,06:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T06:10:00Z,02.08.24,06:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T06:20:00Z,02.08.24,06:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T06:30:00Z,02.08.24,06:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T06:40:00Z,02.08.24,06:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T06:50:00Z,02.08.24,06:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T07:00:00Z,02.08.24,07:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T07:10:00Z,02.08.24,07:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T07:20:00Z,02.08.24,07:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T07:30:00Z,02.08.24,07:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T07:40:00Z,02.08.24,07:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T07:50:00Z,02.08.24,07:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T08:00:00Z,02.08.24,08:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T08:10:00Z,02.08.24,08:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T08:20:00Z,02.08.24,08:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T08:30:00Z,02.08.24,08:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T08:40:00Z,02.08.24,08:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T08:50:00Z,02.08.24,08:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T09:00:00Z,02.08.24,09:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T09:10:00Z,02.08.24,09:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T09:20:00Z,02.08.24,09:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T09:30:00Z,02.08.24,09:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T09:40:00Z,02.08.24,09:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T09:50:00Z,02.08.24,09:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T10:00:00Z,02.08.24,10:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T10:10:00Z,02.08.24,10:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T10:20:00Z,02.08.24,10:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T10:30:00Z,02.08.24,10:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T10:40:00Z,02.08.24,10:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T10:50:00Z,02.08.24,10:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T11:00:00Z,02.08.24,11:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T11:10:00Z,02.08.24,11:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T11:20:00Z,02.08.24,11:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T11:30:00Z,02.08.24,11:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T11:40:00Z,02.08.24,11:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T11:50:00Z,02.08.24,11:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T12:00:00Z,02.08.24,12:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T12:10:00Z,02.08.24,12:10:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T12:20:00Z,02.08.24,12:20:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T12:30:00Z,02.08.24,12:30:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T12:40:00Z,02.08.24,12:40:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T12:50:00Z,02.08.24,12:50:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
2024-08-02T13:00:00Z,02.08.24,13:00:00,OYA_1069 08_2024.xlsx,0,0,0,0,NA,NA,0,0
